drug,year,age,gender,geography,antall unike pasienter,prevalens pr 1000,befolkning,aup,ddd
ADHD-midler,2010,0,F,Vest-Agder,0,0,0,0,0
ADHD-midler,2010,0,F,Vestfold,0,0,0,0,0
ADHD-midler,2010,0,F,Østfold,0,0,0,0,0
ADHD-midler,2010,0,M,Akershus,,,16293,,
ADHD-midler,2010,0,M,Aust-Agder,,,3097,,
ADHD-midler,2010,0,M,Buskerud,0,0,0,0,0
ADHD-midler,2010,0,M,Finnmark,0,0,0,0,0
ADHD-midler,2010,0,M,Hedmark,0,0,0,0,0
ADHD-midler,2010,0,M,Hordaland,0,0,0,0,0
ADHD-midler,2010,0,M,Møre og Romsdal,0,0,0,0,0
ADHD-midler,2010,0,M,Nordland,0,0,0,0,0
ADHD-midler,2010,0,M,Nord-Trøndelag,0,0,0,0,0
ADHD-midler,2010,0,M,Oppland,0,0,0,0,0
ADHD-midler,2010,0,M,Oslo,0,0,0,0,0
ADHD-midler,2010,0,M,Rogaland,0,0,0,0,0
ADHD-midler,2010,0,M,Sogn og Fjordane,,,2939,,
ADHD-midler,2010,0,M,Sør-Trøndelag,0,0,0,0,0
ADHD-midler,2010,0,M,Telemark,0,0,0,0,0
ADHD-midler,2010,0,M,Troms,0,0,0,0,0
ADHD-midler,2010,0,M,Vest-Agder,,,5214,,
ADHD-midler,2010,0,M,Vestfold,,,6212,,
ADHD-midler,2010,0,M,Østfold,0,0,0,0,0
ADHD-midler,2010,5,F,Akershus,61,3.361,18150,291777.500,14594.042
ADHD-midler,2010,5,F,Aust-Agder,27,8.380,3222,112918.398,6286.075
ADHD-midler,2010,5,F,Buskerud,32,4.161,7691,165823.594,7867.800
ADHD-midler,2010,5,F,Finnmark,9,4.202,2142,57279.168,2634.697
ADHD-midler,2010,5,F,Hedmark,34,6.630,5128,134758.594,8534.667
ADHD-midler,2010,5,F,Hordaland,41,2.766,14821,260315.375,9269.877
ADHD-midler,2010,5,F,Møre og Romsdal,31,4.032,7688,96603.102,5379.075
ADHD-midler,2010,5,F,Nordland,42,6.342,6622,234000.453,11871.583
ADHD-midler,2010,5,F,Nord-Trøndelag,12,3.017,3978,81208.461,4922.333
ADHD-midler,2010,5,F,Oppland,19,3.705,5128,80550,5435.333
ADHD-midler,2010,5,F,Oslo,28,1.767,15845,128626.453,7741.646
ADHD-midler,2010,5,F,Rogaland,60,4.229,14188,277212.031,14990.175
ADHD-midler,2010,5,F,Sogn og Fjordane,9,2.664,3379,17068.699,1326
ADHD-midler,2010,5,F,Sør-Trøndelag,35,4.100,8536,148536.297,9194.179
ADHD-midler,2010,5,F,Telemark,24,5.117,4690,137871.797,7990.021
ADHD-midler,2010,5,F,Troms,11,2.498,4404,62273.699,3711.083
ADHD-midler,2010,5,F,Vest-Agder,10,1.863,5368,33071.430,2558.670
ADHD-midler,2010,5,F,Vestfold,28,4.242,6601,153228.906,8940.316
ADHD-midler,2010,5,F,Østfold,46,5.890,7810,201614.688,13179.467
ADHD-midler,2010,5,M,Akershus,166,8.745,18982,863102.438,48111.812
ADHD-midler,2010,5,M,Aust-Agder,55,16.398,3354,250810.906,14569.608
ADHD-midler,2010,5,M,Buskerud,77,9.581,8037,411529.906,23302.709
ADHD-midler,2010,5,M,Finnmark,30,13.587,2208,132467.297,8251.342
ADHD-midler,2010,5,M,Hedmark,99,18.722,5288,520813.406,32068.525
ADHD-midler,2010,5,M,Hordaland,162,10.547,15360,941663.750,44767.371
ADHD-midler,2010,5,M,Møre og Romsdal,86,10.699,8038,407004.812,22317.092
ADHD-midler,2010,5,M,Nordland,165,23.484,7026,928061.125,53693.676
ADHD-midler,2010,5,M,Nord-Trøndelag,40,9.657,4142,272115.812,15050.792
ADHD-midler,2010,5,M,Oppland,50,9.653,5180,228125.719,16404.125
ADHD-midler,2010,5,M,Oslo,117,7.168,16322,480672.500,30513.279
ADHD-midler,2010,5,M,Rogaland,210,14.398,14585,1164859.375,61935.578
ADHD-midler,2010,5,M,Sogn og Fjordane,38,11.021,3448,194050.734,10919.134
ADHD-midler,2010,5,M,Sør-Trøndelag,97,10.856,8935,463307.094,27674.725
ADHD-midler,2010,5,M,Telemark,65,13.402,4850,499132.750,20620.332
ADHD-midler,2010,5,M,Troms,70,14.862,4710,401513.219,24527.742
ADHD-midler,2010,5,M,Vest-Agder,32,5.858,5463,130468.109,7477.356
ADHD-midler,2010,5,M,Vestfold,109,15.258,7144,563770.188,27106.754
ADHD-midler,2010,5,M,Østfold,106,12.604,8410,661702.500,42460.074
ADHD-midler,2010,10,F,Akershus,208,11.244,18498,1138604,69688.727
ADHD-midler,2010,10,F,Aust-Agder,72,19.862,3625,380598.406,21831.258
ADHD-midler,2010,10,F,Buskerud,98,12.318,7956,671310.500,37175.582
ADHD-midler,2010,10,F,Finnmark,20,8.271,2418,82454,5501
ADHD-midler,2010,10,F,Hedmark,133,23.424,5678,873061.375,55400.125
ADHD-midler,2010,10,F,Hordaland,162,10.403,15573,938725.562,51996.016
ADHD-midler,2010,10,F,Møre og Romsdal,114,13.822,8248,590994.062,33516.418
ADHD-midler,2010,10,F,Nordland,197,25.479,7732,1315149.125,70806.094
ADHD-midler,2010,10,F,Nord-Trøndelag,44,9.850,4467,327522.500,18388.041
ADHD-midler,2010,10,F,Oppland,68,12.078,5630,378282.812,26547.633
ADHD-midler,2010,10,F,Oslo,108,7.896,13678,633987.375,33764.316
ADHD-midler,2010,10,F,Rogaland,218,14.706,14824,1354930.125,76277.898
ADHD-midler,2010,10,F,Sogn og Fjordane,37,10.318,3586,222613.906,13403.221
ADHD-midler,2010,10,F,Sør-Trøndelag,97,10.838,8950,503548.969,30292.949
ADHD-midler,2010,10,F,Telemark,78,14.885,5240,479939.406,25100.758
ADHD-midler,2010,10,F,Troms,72,14.540,4952,375178.031,22453.500
ADHD-midler,2010,10,F,Vest-Agder,33,5.635,5856,176722.906,12376.983
ADHD-midler,2010,10,F,Vestfold,119,16.025,7426,766762.438,44134.336
ADHD-midler,2010,10,F,Østfold,146,16.851,8664,950188.250,60978.031
ADHD-midler,2010,10,M,Akershus,573,29.484,19434,3565602.750,208697.516
ADHD-midler,2010,10,M,Aust-Agder,190,48.893,3886,1024760.500,55356.672
ADHD-midler,2010,10,M,Buskerud,341,40.241,8474,2465790.750,137389.047
ADHD-midler,2010,10,M,Finnmark,76,29.220,2601,488560.594,28693.268
ADHD-midler,2010,10,M,Hedmark,362,58.444,6194,2672863.500,173640.719
ADHD-midler,2010,10,M,Hordaland,515,31.887,16151,3703880.750,190201.625
ADHD-midler,2010,10,M,Møre og Romsdal,344,39.568,8694,2025641.500,111272.992
ADHD-midler,2010,10,M,Nordland,436,54.175,8048,3071769.250,180154.172
ADHD-midler,2010,10,M,Nord-Trøndelag,183,38.301,4778,1145315.875,67708.391
ADHD-midler,2010,10,M,Oppland,222,36.767,6038,1463402.375,100459.555
ADHD-midler,2010,10,M,Oslo,376,26.037,14441,2412921.750,131963.031
ADHD-midler,2010,10,M,Rogaland,678,43.515,15581,4535395.500,268548.469
ADHD-midler,2010,10,M,Sogn og Fjordane,122,31.541,3868,880435.250,51019.449
ADHD-midler,2010,10,M,Sør-Trøndelag,368,38.950,9448,2306165,124354.297
ADHD-midler,2010,10,M,Telemark,232,43.300,5358,1627188.500,89421.242
ADHD-midler,2010,10,M,Troms,192,36.322,5286,1261766.375,69487.961
ADHD-midler,2010,10,M,Vest-Agder,174,28.727,6057,1081401.625,67727.125
ADHD-midler,2010,10,M,Vestfold,308,39.732,7752,2277986.500,112939.852
ADHD-midler,2010,10,M,Østfold,424,46.763,9067,2740813,181237.141
ADHD-midler,2010,15,F,Akershus,218,11.948,18245,1366408,82530.023
ADHD-midler,2010,15,F,Aust-Agder,88,23.592,3730,435375.594,25416.541
ADHD-midler,2010,15,F,Buskerud,131,16.017,8179,864329.688,48142.195
ADHD-midler,2010,15,F,Finnmark,38,15.323,2480,276325.094,14367.309
ADHD-midler,2010,15,F,Hedmark,124,20.199,6139,768067.812,45147.438
ADHD-midler,2010,15,F,Hordaland,201,12.858,15632,1222682.250,69590.883
ADHD-midler,2010,15,F,Møre og Romsdal,90,10.733,8385,518173.531,28413.867
ADHD-midler,2010,15,F,Nordland,225,27.798,8094,1505487.375,81890.070
ADHD-midler,2010,15,F,Nord-Trøndelag,42,9.023,4655,259551.031,16256.843
ADHD-midler,2010,15,F,Oppland,73,12.325,5923,378850,25314.666
ADHD-midler,2010,15,F,Oslo,130,9.532,13638,739978.500,42980.230
ADHD-midler,2010,15,F,Rogaland,240,16.304,14720,1555609.500,90061.586
ADHD-midler,2010,15,F,Sogn og Fjordane,37,9.556,3872,199277.078,10014.366
ADHD-midler,2010,15,F,Sør-Trøndelag,135,14.631,9227,868717,50787.715
ADHD-midler,2010,15,F,Telemark,109,19.732,5524,720860.500,41366.133
ADHD-midler,2010,15,F,Troms,60,11.521,5208,325683.312,18457.971
ADHD-midler,2010,15,F,Vest-Agder,50,8.342,5994,289095.188,19672
ADHD-midler,2010,15,F,Vestfold,124,16.222,7644,844774.188,46094.031
ADHD-midler,2010,15,F,Østfold,185,21.437,8630,1017414.938,66796.859
ADHD-midler,2010,15,M,Akershus,465,23.922,19438,3350742.250,197217.516
ADHD-midler,2010,15,M,Aust-Agder,155,39.723,3902,998166.375,52577.156
ADHD-midler,2010,15,M,Buskerud,297,35.223,8432,2436088.500,138844.266
ADHD-midler,2010,15,M,Finnmark,68,24.890,2732,576110.688,29454.322
ADHD-midler,2010,15,M,Hedmark,243,37.704,6445,1927914.500,117910.445
ADHD-midler,2010,15,M,Hordaland,329,19.788,16626,2491182.750,133335.797
ADHD-midler,2010,15,M,Møre og Romsdal,274,30.594,8956,1826260.375,95613.328
ADHD-midler,2010,15,M,Nordland,375,42.106,8906,2860836,149890.766
ADHD-midler,2010,15,M,Nord-Trøndelag,138,28.483,4845,1016992.312,61759.375
ADHD-midler,2010,15,M,Oppland,178,28.294,6291,1264146.125,82753.102
ADHD-midler,2010,15,M,Oslo,276,19.336,14274,1755674.125,99579.227
ADHD-midler,2010,15,M,Rogaland,488,30.910,15788,3578627,208468.812
ADHD-midler,2010,15,M,Sogn og Fjordane,84,20.393,4119,603537.750,32108.787
ADHD-midler,2010,15,M,Sør-Trøndelag,289,29.905,9664,2095823.375,117235.281
ADHD-midler,2010,15,M,Telemark,207,35.168,5886,1534212.625,91883.539
ADHD-midler,2010,15,M,Troms,122,20.710,5891,811569.500,49440.184
ADHD-midler,2010,15,M,Vest-Agder,161,25.338,6354,976451.375,59236.766
ADHD-midler,2010,15,M,Vestfold,267,32.419,8236,2042398.250,107933.797
ADHD-midler,2010,15,M,Østfold,327,34.791,9399,2274675.250,144369.156
ADHD-midler,2010,20,F,Akershus,137,9.050,15138,798810.500,51889.551
ADHD-midler,2010,20,F,Aust-Agder,55,16.462,3341,306608.969,20577.771
ADHD-midler,2010,20,F,Buskerud,82,10.919,7510,539351.438,34107.195
ADHD-midler,2010,20,F,Finnmark,25,10.999,2273,128296.102,8519.167
ADHD-midler,2010,20,F,Hedmark,68,12.500,5440,528066.188,30152.299
ADHD-midler,2010,20,F,Hordaland,86,5.256,16362,409208.656,29509.561
ADHD-midler,2010,20,F,Møre og Romsdal,59,7.545,7820,291802.344,20655
ADHD-midler,2010,20,F,Nordland,92,12.555,7328,653389.312,34146.750
ADHD-midler,2010,20,F,Nord-Trøndelag,30,7.252,4137,165439.234,13521.333
ADHD-midler,2010,20,F,Oppland,36,6.624,5435,157411.094,12201.300
ADHD-midler,2010,20,F,Oslo,107,5.038,21240,681561.125,50273.004
ADHD-midler,2010,20,F,Rogaland,102,7.180,14206,467213.281,31790.170
ADHD-midler,2010,20,F,Sogn og Fjordane,16,4.709,3398,93315.297,5938.933
ADHD-midler,2010,20,F,Sør-Trøndelag,96,9.348,10270,581963.562,37731.176
ADHD-midler,2010,20,F,Telemark,58,11.175,5190,353593.312,25537.451
ADHD-midler,2010,20,F,Troms,28,5.581,5017,139124.547,9043.833
ADHD-midler,2010,20,F,Vest-Agder,48,8.328,5764,306791.594,22260.334
ADHD-midler,2010,20,F,Vestfold,107,15.143,7066,645387.938,49581.734
ADHD-midler,2010,20,F,Østfold,111,14.238,7796,511674.625,40818.477
ADHD-midler,2010,20,M,Akershus,178,10.924,16294,1138143.500,70439.492
ADHD-midler,2010,20,M,Aust-Agder,68,18.931,3592,377369.906,24446.834
ADHD-midler,2010,20,M,Buskerud,95,11.881,7996,854370.625,52277.914
ADHD-midler,2010,20,M,Finnmark,27,10.830,2493,179854.297,9622.233
ADHD-midler,2010,20,M,Hedmark,88,14.835,5932,624129.938,46219.262
ADHD-midler,2010,20,M,Hordaland,102,6.065,16818,622886,40861.180
ADHD-midler,2010,20,M,Møre og Romsdal,94,11.056,8502,563960.188,36004.047
ADHD-midler,2010,20,M,Nordland,99,12.491,7926,607157.375,37338.797
ADHD-midler,2010,20,M,Nord-Trøndelag,45,10.244,4393,290283.688,22046.449
ADHD-midler,2010,20,M,Oppland,59,10.256,5753,392083.688,29864
ADHD-midler,2010,20,M,Oslo,88,4.690,18762,538007.500,30993.752
ADHD-midler,2010,20,M,Rogaland,143,9.475,15092,969348.875,62607.832
ADHD-midler,2010,20,M,Sogn og Fjordane,27,7.254,3722,230622.797,13130.350
ADHD-midler,2010,20,M,Sør-Trøndelag,90,8.350,10778,658053.688,42558.934
ADHD-midler,2010,20,M,Telemark,87,15.698,5542,578624.812,42033.457
ADHD-midler,2010,20,M,Troms,31,5.823,5324,150948.891,10327.956
ADHD-midler,2010,20,M,Vest-Agder,86,14.295,6016,518586.781,37293.484
ADHD-midler,2010,20,M,Vestfold,112,15.255,7342,641852,47072.297
ADHD-midler,2010,20,M,Østfold,76,9.162,8295,474786.625,31737.834
ADHD-midler,2010,25,F,Akershus,76,5.725,13276,469325.438,35345.465
ADHD-midler,2010,25,F,Aust-Agder,33,11.059,2984,130995.703,10813.667
ADHD-midler,2010,25,F,Buskerud,36,5.041,7142,329197.781,21936.426
ADHD-midler,2010,25,F,Finnmark,13,6.190,2100,57886.863,4773.013
ADHD-midler,2010,25,F,Hedmark,37,8.200,4512,184054.953,17419.582
ADHD-midler,2010,25,F,Hordaland,61,3.809,16016,292444.031,22707.334
ADHD-midler,2010,25,F,Møre og Romsdal,56,8.190,6838,367650.438,22355.104
ADHD-midler,2010,25,F,Nordland,48,7.995,6004,267218.531,20434.654
ADHD-midler,2010,25,F,Nord-Trøndelag,21,6.341,3312,102609.133,9991.337
ADHD-midler,2010,25,F,Oppland,31,7.010,4422,238164.984,17641.367
ADHD-midler,2010,25,F,Oslo,99,3.226,30684,532825.812,38167.938
ADHD-midler,2010,25,F,Rogaland,81,5.564,14559,533143.750,33884.828
ADHD-midler,2010,25,F,Sogn og Fjordane,27,9.883,2732,242592.500,13409.667
ADHD-midler,2010,25,F,Sør-Trøndelag,37,3.766,9826,149168.375,14691.166
ADHD-midler,2010,25,F,Telemark,36,8.263,4357,239220.906,15545.166
ADHD-midler,2010,25,F,Troms,28,6.103,4588,113113.117,9255.667
ADHD-midler,2010,25,F,Vest-Agder,48,9.430,5090,309833.812,26213.695
ADHD-midler,2010,25,F,Vestfold,51,8.244,6186,329610.875,23803.047
ADHD-midler,2010,25,F,Østfold,60,8.249,7274,337498.062,28396.283
ADHD-midler,2010,25,M,Akershus,87,6.558,13267,477859.938,35259.676
ADHD-midler,2010,25,M,Aust-Agder,40,12.512,3197,293471.156,19967.477
ADHD-midler,2010,25,M,Buskerud,58,7.974,7274,476579,31908.807
ADHD-midler,2010,25,M,Finnmark,18,8.160,2206,85020.844,7715.333
ADHD-midler,2010,25,M,Hedmark,42,8.605,4881,228291.969,20208.473
ADHD-midler,2010,25,M,Hordaland,93,5.456,17046,468553.375,35117.332
ADHD-midler,2010,25,M,Møre og Romsdal,48,6.385,7518,314243.812,20943.488
ADHD-midler,2010,25,M,Nordland,76,11.628,6536,601958.750,34867.781
ADHD-midler,2010,25,M,Nord-Trøndelag,37,10.934,3384,246950.703,20007
ADHD-midler,2010,25,M,Oppland,38,7.705,4932,240549.641,16290.632
ADHD-midler,2010,25,M,Oslo,83,2.933,28302,472893.438,37534.383
ADHD-midler,2010,25,M,Rogaland,68,4.495,15129,486014.656,33904.648
ADHD-midler,2010,25,M,Sogn og Fjordane,21,7.209,2913,191326.812,9437.250
ADHD-midler,2010,25,M,Sør-Trøndelag,59,5.419,10888,364789.594,28170.342
ADHD-midler,2010,25,M,Telemark,38,8.198,4635,282250.844,19780.938
ADHD-midler,2010,25,M,Troms,25,5.090,4912,152907.297,10591.917
ADHD-midler,2010,25,M,Vest-Agder,72,12.770,5638,442236.750,33305.289
ADHD-midler,2010,25,M,Vestfold,86,13.429,6404,535612.938,40739.293
ADHD-midler,2010,25,M,Østfold,59,8.083,7299,348815.375,26329.041
ADHD-midler,2010,30,F,Akershus,65,4.107,15828,394159.406,29914.883
ADHD-midler,2010,30,F,Aust-Agder,32,10.120,3162,184732,17424.521
ADHD-midler,2010,30,F,Buskerud,37,4.746,7796,336386,26033.588
ADHD-midler,2010,30,F,Finnmark,8,4.233,1890,29379.199,2822
ADHD-midler,2010,30,F,Hedmark,38,8.037,4728,215673.391,18155.752
ADHD-midler,2010,30,F,Hordaland,69,4.387,15728,335988.312,28485.467
ADHD-midler,2010,30,F,Møre og Romsdal,25,3.713,6733,105256.930,10033
ADHD-midler,2010,30,F,Nordland,68,11.471,5928,441506.625,31115.994
ADHD-midler,2010,30,F,Nord-Trøndelag,13,4.009,3243,86759.102,6776.667
ADHD-midler,2010,30,F,Oppland,27,5.837,4626,128444.492,9842.340
ADHD-midler,2010,30,F,Oslo,81,2.649,30572,488698.906,35195.613
ADHD-midler,2010,30,F,Rogaland,72,4.891,14721,555018.438,41666.984
ADHD-midler,2010,30,F,Sogn og Fjordane,8,3.040,2632,50484.500,3414.500
ADHD-midler,2010,30,F,Sør-Trøndelag,42,4.498,9338,229005.656,18262.783
ADHD-midler,2010,30,F,Telemark,38,8.444,4500,299855.281,23720.135
ADHD-midler,2010,30,F,Troms,12,2.622,4577,44617.602,3898
ADHD-midler,2010,30,F,Vest-Agder,37,6.971,5308,195193.625,17950.666
ADHD-midler,2010,30,F,Vestfold,63,9.598,6564,452712.156,37555.301
ADHD-midler,2010,30,F,Østfold,52,6.693,7769,269526,26073.225
ADHD-midler,2010,30,M,Akershus,77,5.090,15129,531277.625,38921.043
ADHD-midler,2010,30,M,Aust-Agder,37,11.294,3276,300218.188,23900.008
ADHD-midler,2010,30,M,Buskerud,50,6.316,7917,460859.938,31395.545
ADHD-midler,2010,30,M,Finnmark,19,8.870,2142,160431.031,10249.335
ADHD-midler,2010,30,M,Hedmark,40,8.258,4844,262381.875,22942.082
ADHD-midler,2010,30,M,Hordaland,86,5.097,16874,607021.875,46113.449
ADHD-midler,2010,30,M,Møre og Romsdal,34,4.641,7326,220500.094,14181.606
ADHD-midler,2010,30,M,Nordland,63,10.109,6232,626929.375,43022.621
ADHD-midler,2010,30,M,Nord-Trøndelag,23,6.781,3392,336535.812,25332.666
ADHD-midler,2010,30,M,Oppland,33,6.937,4757,194447.656,19638.242
ADHD-midler,2010,30,M,Oslo,105,3.320,31623,639234.938,45377.496
ADHD-midler,2010,30,M,Rogaland,73,4.515,16169,532400.062,41490.086
ADHD-midler,2010,30,M,Sogn og Fjordane,16,5.704,2805,134671.516,9195.080
ADHD-midler,2010,30,M,Sør-Trøndelag,48,4.669,10280,353689.688,25537.453
ADHD-midler,2010,30,M,Telemark,36,7.933,4538,287715.469,22499.812
ADHD-midler,2010,30,M,Troms,14,2.947,4751,75257.523,5868.167
ADHD-midler,2010,30,M,Vest-Agder,46,8.403,5474,342460.094,28265.332
ADHD-midler,2010,30,M,Vestfold,68,10.367,6559,421396.062,35457.598
ADHD-midler,2010,30,M,Østfold,55,6.950,7914,284126.938,24297.336
ADHD-midler,2010,35,F,Akershus,78,3.709,21032,415750.906,38320.336
ADHD-midler,2010,35,F,Aust-Agder,30,8.112,3698,369980.469,22103.250
ADHD-midler,2010,35,F,Buskerud,46,4.881,9425,470073.406,35718.301
ADHD-midler,2010,35,F,Finnmark,9,3.525,2553,32762.500,3532.667
ADHD-midler,2010,35,F,Hedmark,40,6.502,6152,249979.766,18657.666
ADHD-midler,2010,35,F,Hordaland,64,3.847,16635,369704.125,32799.664
ADHD-midler,2010,35,F,Møre og Romsdal,37,4.733,7817,172615.703,13978.684
ADHD-midler,2010,35,F,Nordland,59,7.913,7456,383482.969,31447.770
ADHD-midler,2010,35,F,Nord-Trøndelag,13,3.175,4095,100896.602,8375.333
ADHD-midler,2010,35,F,Oppland,22,3.610,6094,281959.156,15805
ADHD-midler,2010,35,F,Oslo,62,2.467,25132,293625.906,27380.025
ADHD-midler,2010,35,F,Rogaland,70,4.586,15264,409164.375,31710.875
ADHD-midler,2010,35,F,Sogn og Fjordane,15,4.679,3206,98736.617,7838.083
ADHD-midler,2010,35,F,Sør-Trøndelag,41,4.034,10164,298182.750,21951.078
ADHD-midler,2010,35,F,Telemark,31,5.582,5554,219228.141,17256.191
ADHD-midler,2010,35,F,Troms,11,2.018,5452,84794.352,6236
ADHD-midler,2010,35,F,Vest-Agder,51,8.564,5955,361729.250,27877.854
ADHD-midler,2010,35,F,Vestfold,58,7.221,8032,340289.250,29991.295
ADHD-midler,2010,35,F,Østfold,51,5.373,9492,330362.688,30108.371
ADHD-midler,2010,35,M,Akershus,87,4.253,20458,638982.312,55174.664
ADHD-midler,2010,35,M,Aust-Agder,31,7.937,3906,215835.844,17801.213
ADHD-midler,2010,35,M,Buskerud,42,4.308,9750,417405.719,30429.006
ADHD-midler,2010,35,M,Finnmark,18,6.923,2600,142538.203,10484.767
ADHD-midler,2010,35,M,Hedmark,44,7.242,6076,548971.562,42595.453
ADHD-midler,2010,35,M,Hordaland,67,3.722,18003,625331.312,36066.996
ADHD-midler,2010,35,M,Møre og Romsdal,48,5.576,8608,295362.219,28635.332
ADHD-midler,2010,35,M,Nordland,57,7.883,7231,396531.625,33683.137
ADHD-midler,2010,35,M,Nord-Trøndelag,25,5.958,4196,232090.766,16457.156
ADHD-midler,2010,35,M,Oppland,35,5.691,6150,264570.344,21479.150
ADHD-midler,2010,35,M,Oslo,86,3.073,27982,538376.938,40637.465
ADHD-midler,2010,35,M,Rogaland,69,4.127,16720,426284.125,33478.875
ADHD-midler,2010,35,M,Sogn og Fjordane,9,2.665,3377,52471.816,3847.880
ADHD-midler,2010,35,M,Sør-Trøndelag,45,4.120,10923,366465.375,31892.016
ADHD-midler,2010,35,M,Telemark,45,7.804,5766,362719.750,27178.244
ADHD-midler,2010,35,M,Troms,16,2.780,5756,78285.234,5556.333
ADHD-midler,2010,35,M,Vest-Agder,51,8.470,6021,500538.719,36575.566
ADHD-midler,2010,35,M,Vestfold,56,7.069,7922,440709.688,34585.703
ADHD-midler,2010,35,M,Østfold,78,8.018,9728,690675.938,56804.355
ADHD-midler,2010,40,F,Akershus,77,3.379,22790,476537.625,36766.941
ADHD-midler,2010,40,F,Aust-Agder,36,9.341,3854,326896.250,23537.666
ADHD-midler,2010,40,F,Buskerud,28,2.875,9738,249602.281,13584.300
ADHD-midler,2010,40,F,Finnmark,21,7.659,2742,152909.953,10696
ADHD-midler,2010,40,F,Hedmark,43,6.325,6798,329927.781,28923.971
ADHD-midler,2010,40,F,Hordaland,50,2.929,17071,340853.969,25352.959
