drug,year,age,gender,geography,antall unike pasienter,prevalens pr 1000,befolkning,aup,ddd
Allergimidler,2006,0,M,Østfold,611,87.813,6958,102488.398,17150.268
Allergimidler,2006,5,F,Akershus,1702,97.290,17494,535467.062,108136.734
Allergimidler,2006,5,F,Aust-Agder,283,85.602,3306,99062.688,25306.383
Allergimidler,2006,5,F,Buskerud,666,87.609,7602,199704.703,45118.766
Allergimidler,2006,5,F,Finnmark,213,87.010,2448,46019.879,13860.267
Allergimidler,2006,5,F,Hedmark,492,91.094,5401,142591.953,34921.379
Allergimidler,2006,5,F,Hordaland,1277,84.329,15143,380262.344,92429.484
Allergimidler,2006,5,F,Møre og Romsdal,637,80.450,7918,196660.516,49506.398
Allergimidler,2006,5,F,Nordland,586,80.208,7306,163302.656,43977.699
Allergimidler,2006,5,F,Nord-Trøndelag,406,96.506,4207,158958.938,43185.035
Allergimidler,2006,5,F,Oppland,492,90.044,5464,152609.594,38374.551
Allergimidler,2006,5,F,Oslo,1330,93.478,14228,402407.531,76767.281
Allergimidler,2006,5,F,Rogaland,991,69.189,14323,288078,72028.219
Allergimidler,2006,5,F,Sogn og Fjordane,304,88.269,3444,95060.344,21448.750
Allergimidler,2006,5,F,Sør-Trøndelag,749,86.450,8664,241712.734,59056.148
Allergimidler,2006,5,F,Telemark,370,74.687,4954,90956.203,23953.350
Allergimidler,2006,5,F,Troms,369,76.398,4830,91138.898,24023.500
Allergimidler,2006,5,F,Vest-Agder,368,67.362,5463,102556.391,24448.867
Allergimidler,2006,5,F,Vestfold,609,87.550,6956,202651.188,47156.551
Allergimidler,2006,5,F,Østfold,664,82.959,8004,188148.750,44517.164
Allergimidler,2006,5,M,Akershus,2426,131.519,18446,946831.062,185197.766
Allergimidler,2006,5,M,Aust-Agder,422,116.575,3620,159090.047,39256.766
Allergimidler,2006,5,M,Buskerud,950,118.218,8036,344417,78810.148
Allergimidler,2006,5,M,Finnmark,304,119.638,2541,106893.539,26487.801
Allergimidler,2006,5,M,Hedmark,750,131.395,5708,299328.438,67135.570
Allergimidler,2006,5,M,Hordaland,1848,119.992,15401,690640.062,166118.562
Allergimidler,2006,5,M,Møre og Romsdal,1027,123.974,8284,401238.375,97205.312
Allergimidler,2006,5,M,Nordland,861,112.431,7658,288124.688,74929.703
Allergimidler,2006,5,M,Nord-Trøndelag,675,150.334,4490,331724.469,87793.031
Allergimidler,2006,5,M,Oppland,688,121.856,5646,262470.500,62610.668
Allergimidler,2006,5,M,Oslo,1862,124.158,14997,693075,130232.336
Allergimidler,2006,5,M,Rogaland,1586,106.023,14959,595105.938,131405.203
Allergimidler,2006,5,M,Sogn og Fjordane,441,118.357,3726,161471.219,34679.250
Allergimidler,2006,5,M,Sør-Trøndelag,1227,133.124,9217,453854.688,115282.523
Allergimidler,2006,5,M,Telemark,547,107.677,5080,182157.594,42954.965
Allergimidler,2006,5,M,Troms,507,97.126,5220,174069.094,40100.883
Allergimidler,2006,5,M,Vest-Agder,631,110.065,5733,250559.078,54566.434
Allergimidler,2006,5,M,Vestfold,854,119.058,7173,315407.969,69202.680
Allergimidler,2006,5,M,Østfold,925,108.875,8496,352481.156,81434.516
Allergimidler,2006,10,F,Akershus,1897,105.682,17950,869276.188,225768.953
Allergimidler,2006,10,F,Aust-Agder,368,103.429,3558,193388.594,51288.168
Allergimidler,2006,10,F,Buskerud,801,102.025,7851,353022.344,98083.969
Allergimidler,2006,10,F,Finnmark,254,101.519,2502,98342.445,31184.424
Allergimidler,2006,10,F,Hedmark,690,116.475,5924,315635.156,88889.188
Allergimidler,2006,10,F,Hordaland,1632,106.527,15320,769789.875,207649.891
Allergimidler,2006,10,F,Møre og Romsdal,871,105.807,8232,367520.344,109734.297
Allergimidler,2006,10,F,Nordland,796,98.454,8085,293866.562,92630.719
Allergimidler,2006,10,F,Nord-Trøndelag,538,116.501,4618,275958.844,81807.930
Allergimidler,2006,10,F,Oppland,630,109.299,5764,270509.594,75738.922
Allergimidler,2006,10,F,Oslo,1297,100.216,12942,607149.500,155622.375
Allergimidler,2006,10,F,Rogaland,1330,91.984,14459,565252.750,159664.906
Allergimidler,2006,10,F,Sogn og Fjordane,384,101.159,3796,171415.109,48132.133
Allergimidler,2006,10,F,Sør-Trøndelag,981,107.933,9089,391900.938,117169.047
Allergimidler,2006,10,F,Telemark,460,85.518,5379,174731.594,55965.766
Allergimidler,2006,10,F,Troms,457,88.037,5191,168780.375,53408.535
Allergimidler,2006,10,F,Vest-Agder,587,100.428,5845,235070.750,67171.500
Allergimidler,2006,10,F,Vestfold,693,94.802,7310,336471.344,93364.633
Allergimidler,2006,10,F,Østfold,839,99.786,8408,370006.594,102275.836
Allergimidler,2006,10,M,Akershus,2658,141.203,18824,1389154,358032.219
Allergimidler,2006,10,M,Aust-Agder,457,122.160,3741,266140.344,71742.414
Allergimidler,2006,10,M,Buskerud,1026,126.230,8128,504443.531,140628.547
Allergimidler,2006,10,M,Finnmark,358,129.149,2772,146664.484,43068.949
Allergimidler,2006,10,M,Hedmark,959,153.982,6228,482283.531,138259.547
Allergimidler,2006,10,M,Hordaland,2400,146.128,16424,1304010,357532.750
Allergimidler,2006,10,M,Møre og Romsdal,1233,141.529,8712,560690.500,165850.625
Allergimidler,2006,10,M,Nordland,1154,133.395,8651,499863.406,150352.578
Allergimidler,2006,10,M,Nord-Trøndelag,751,158.439,4740,398834.438,116759.430
Allergimidler,2006,10,M,Oppland,891,145.994,6103,432169.625,123260.500
Allergimidler,2006,10,M,Oslo,1876,136.179,13776,952857.125,245094.516
Allergimidler,2006,10,M,Rogaland,1899,123.681,15354,930108.812,260505.344
Allergimidler,2006,10,M,Sogn og Fjordane,579,143.246,4042,289225.906,74967.859
Allergimidler,2006,10,M,Sør-Trøndelag,1368,146.091,9364,667717.312,187328.188
Allergimidler,2006,10,M,Telemark,644,113.942,5652,287531.438,85798.234
Allergimidler,2006,10,M,Troms,619,110.972,5578,268902.312,78690.547
Allergimidler,2006,10,M,Vest-Agder,748,121.232,6170,361443.844,104723.484
Allergimidler,2006,10,M,Vestfold,1045,132.513,7886,514622.312,150296.734
Allergimidler,2006,10,M,Østfold,1107,123.055,8996,567888.688,159893.422
Allergimidler,2006,15,F,Akershus,2618,154.957,16895,1214673.375,331132.875
Allergimidler,2006,15,F,Aust-Agder,487,136.148,3577,240212.938,69028.102
Allergimidler,2006,15,F,Buskerud,1013,129.822,7803,481458.969,134872.734
Allergimidler,2006,15,F,Finnmark,329,135.782,2423,142254.688,46316.852
Allergimidler,2006,15,F,Hedmark,921,155.207,5934,414508.031,122920.953
Allergimidler,2006,15,F,Hordaland,2277,150.168,15163,1075383.125,303548.094
Allergimidler,2006,15,F,Møre og Romsdal,1243,149.976,8288,519558.719,162522.781
Allergimidler,2006,15,F,Nordland,1105,138.541,7976,422310.906,133021.219
Allergimidler,2006,15,F,Nord-Trøndelag,713,160.658,4438,334733.375,99320.383
Allergimidler,2006,15,F,Oppland,767,135.752,5650,361950.625,101907.086
Allergimidler,2006,15,F,Oslo,1733,131.877,13141,767788.875,211359.266
Allergimidler,2006,15,F,Rogaland,1922,137.679,13960,876267.938,249294.359
Allergimidler,2006,15,F,Sogn og Fjordane,556,146.973,3783,230053.750,71574.383
Allergimidler,2006,15,F,Sør-Trøndelag,1338,149.364,8958,574744.938,175117.422
Allergimidler,2006,15,F,Telemark,643,116.612,5514,259778.875,83758.031
Allergimidler,2006,15,F,Troms,603,121.255,4973,243015.266,74116.750
Allergimidler,2006,15,F,Vest-Agder,721,124.957,5770,326719.500,93483.664
Allergimidler,2006,15,F,Vestfold,1005,134.251,7486,482795.625,137376.578
Allergimidler,2006,15,F,Østfold,1066,130.127,8192,481946.531,139163.031
Allergimidler,2006,15,M,Akershus,2587,143.810,17989,1301271.125,357133.562
Allergimidler,2006,15,M,Aust-Agder,437,118.428,3690,216809.641,66067.406
Allergimidler,2006,15,M,Buskerud,997,121.630,8197,455156,134377.828
Allergimidler,2006,15,M,Finnmark,263,103.421,2543,91767.062,32587
Allergimidler,2006,15,M,Hedmark,848,134.582,6301,412444.125,124462.734
Allergimidler,2006,15,M,Hordaland,2146,135.497,15838,1089049,306395.875
Allergimidler,2006,15,M,Møre og Romsdal,1221,138.247,8832,571678.938,178744.734
Allergimidler,2006,15,M,Nordland,1106,130.425,8480,455893.031,149335.172
Allergimidler,2006,15,M,Nord-Trøndelag,714,148.441,4810,391500,117038.133
Allergimidler,2006,15,M,Oppland,800,133.111,6010,372999.875,113042.766
Allergimidler,2006,15,M,Oslo,1623,122.685,13229,810833.688,223135.656
Allergimidler,2006,15,M,Rogaland,1870,125.025,14957,899477.250,268526.156
Allergimidler,2006,15,M,Sogn og Fjordane,526,130.651,4026,246805.500,71887.867
Allergimidler,2006,15,M,Sør-Trøndelag,1306,141.281,9244,603180.750,182677.531
Allergimidler,2006,15,M,Telemark,653,113.704,5743,290854.406,91957
Allergimidler,2006,15,M,Troms,636,118.612,5362,272289.250,87055.531
Allergimidler,2006,15,M,Vest-Agder,694,116.248,5970,315005.719,94512.336
Allergimidler,2006,15,M,Vestfold,1004,129.582,7748,502141,142711.656
Allergimidler,2006,15,M,Østfold,997,115.207,8654,515316.844,147486.328
Allergimidler,2006,20,F,Akershus,2313,182.384,12682,980822.312,279592.500
Allergimidler,2006,20,F,Aust-Agder,530,165.677,3199,227154.844,67352.430
Allergimidler,2006,20,F,Buskerud,1105,162.835,6786,472506.062,140893.562
Allergimidler,2006,20,F,Finnmark,340,162.059,2098,119581.117,39733.234
Allergimidler,2006,20,F,Hedmark,900,180.505,4986,394622,119557.672
Allergimidler,2006,20,F,Hordaland,2406,171.148,14058,1059591,305240.156
Allergimidler,2006,20,F,Møre og Romsdal,1298,176.503,7354,552558.312,172453.766
Allergimidler,2006,20,F,Nordland,1091,163.226,6684,451605.062,141993.812
Allergimidler,2006,20,F,Nord-Trøndelag,690,178.387,3868,297276,93510.930
Allergimidler,2006,20,F,Oppland,779,162.359,4798,309969.781,99544.164
Allergimidler,2006,20,F,Oslo,2341,137.149,17069,1004042.375,285234.250
Allergimidler,2006,20,F,Rogaland,2081,161.757,12865,843716.625,251759.938
Allergimidler,2006,20,F,Sogn og Fjordane,465,146.780,3168,190263.844,59325.027
Allergimidler,2006,20,F,Sør-Trøndelag,1365,159.444,8561,573873.250,177231.891
Allergimidler,2006,20,F,Telemark,723,154.951,4666,293919.750,89756.117
Allergimidler,2006,20,F,Troms,637,142.315,4476,246869.406,78543.367
Allergimidler,2006,20,F,Vest-Agder,805,160.518,5015,393758.969,112434.266
Allergimidler,2006,20,F,Vestfold,1018,163.455,6228,408845.469,126747.984
Allergimidler,2006,20,F,Østfold,1186,168.036,7058,535193.188,154169.188
Allergimidler,2006,20,M,Akershus,1756,127.970,13722,808995.875,232258.766
Allergimidler,2006,20,M,Aust-Agder,416,120.860,3442,190226.391,57812.117
Allergimidler,2006,20,M,Buskerud,816,116.041,7032,367689.031,115928.117
Allergimidler,2006,20,M,Finnmark,213,97.662,2181,82603.844,27766.367
Allergimidler,2006,20,M,Hedmark,651,121.682,5350,280005.656,84205.508
Allergimidler,2006,20,M,Hordaland,1786,121.332,14720,786808.250,240182.672
Allergimidler,2006,20,M,Møre og Romsdal,1002,124.596,8042,411674.969,131837.078
Allergimidler,2006,20,M,Nordland,859,116.680,7362,326473.688,112192.641
Allergimidler,2006,20,M,Nord-Trøndelag,509,130.112,3912,223762.953,70784.664
Allergimidler,2006,20,M,Oppland,670,126.774,5285,299322,93552.406
Allergimidler,2006,20,M,Oslo,1565,101.118,15477,673456.625,196746.219
Allergimidler,2006,20,M,Rogaland,1531,115.774,13224,633131.500,190220.844
Allergimidler,2006,20,M,Sogn og Fjordane,428,123.557,3464,186133.547,60373.137
Allergimidler,2006,20,M,Sør-Trøndelag,955,108.301,8818,381570.906,121043.758
Allergimidler,2006,20,M,Telemark,562,111.265,5051,238891,70054.484
Allergimidler,2006,20,M,Troms,483,99.506,4854,172951.719,57430.133
Allergimidler,2006,20,M,Vest-Agder,588,106.099,5542,262473.656,82272.133
Allergimidler,2006,20,M,Vestfold,725,109.484,6622,322072.750,100022.453
Allergimidler,2006,20,M,Østfold,798,109.585,7282,353303.688,107397.734
Allergimidler,2006,25,F,Akershus,2524,198.787,12697,1094189.875,322024.750
Allergimidler,2006,25,F,Aust-Agder,493,174.082,2832,234087.578,67898.133
Allergimidler,2006,25,F,Buskerud,1287,190.047,6772,571198.938,168513.625
Allergimidler,2006,25,F,Finnmark,320,167.803,1907,141265.984,46188.566
Allergimidler,2006,25,F,Hedmark,871,198.677,4384,408798.125,123721.875
Allergimidler,2006,25,F,Hordaland,2643,180.151,14671,1498522,425811.844
Allergimidler,2006,25,F,Møre og Romsdal,1191,182.949,6510,512595.438,163327.062
Allergimidler,2006,25,F,Nordland,1059,177.834,5955,425637.938,140976.406
Allergimidler,2006,25,F,Nord-Trøndelag,578,184.311,3136,229464.594,70882.898
Allergimidler,2006,25,F,Oppland,782,175.770,4449,376660.469,110609.578
Allergimidler,2006,25,F,Oslo,4497,163.634,27482,1982515.750,573910
Allergimidler,2006,25,F,Rogaland,2223,168.588,13186,952977.562,278851.281
Allergimidler,2006,25,F,Sogn og Fjordane,475,173.105,2744,211048.125,63474.734
Allergimidler,2006,25,F,Sør-Trøndelag,1468,163.620,8972,600486.812,188667.234
Allergimidler,2006,25,F,Telemark,762,176.921,4307,339883.219,104465.500
Allergimidler,2006,25,F,Troms,663,146.941,4512,277843.156,88671.969
Allergimidler,2006,25,F,Vest-Agder,835,168.076,4968,345648.594,104447.297
Allergimidler,2006,25,F,Vestfold,1041,178.805,5822,485838.094,147114.438
Allergimidler,2006,25,F,Østfold,1344,191.153,7031,644619.188,190392.156
Allergimidler,2006,25,M,Akershus,1808,147.640,12246,820358.062,238816.391
Allergimidler,2006,25,M,Aust-Agder,368,124.157,2964,186479.484,54967.801
Allergimidler,2006,25,M,Buskerud,892,131.042,6807,427611.031,135172.875
Allergimidler,2006,25,M,Finnmark,233,109.133,2135,79486.625,28421.223
Allergimidler,2006,25,M,Hedmark,650,138.593,4690,304863.281,99412.594
Allergimidler,2006,25,M,Hordaland,1940,127.363,15232,918267.625,273864.031
Allergimidler,2006,25,M,Møre og Romsdal,909,130.229,6980,392648.031,128886.984
Allergimidler,2006,25,M,Nordland,788,121.661,6477,325899.156,106166.070
Allergimidler,2006,25,M,Nord-Trøndelag,433,128.410,3372,197260.750,63128.633
Allergimidler,2006,25,M,Oppland,602,127.867,4708,285110.500,88896.383
Allergimidler,2006,25,M,Oslo,2919,119.328,24462,1353113.750,405301.625
Allergimidler,2006,25,M,Rogaland,1647,119.991,13726,779678.562,229532.938
Allergimidler,2006,25,M,Sogn og Fjordane,333,117.419,2836,137963.281,43748.102
Allergimidler,2006,25,M,Sør-Trøndelag,1174,121.746,9643,519306.719,162270.391
Allergimidler,2006,25,M,Telemark,548,119.312,4593,244590.312,76800.398
Allergimidler,2006,25,M,Troms,506,106.124,4768,206623.234,67836.148
Allergimidler,2006,25,M,Vest-Agder,638,122.339,5215,301537.125,89097.398
Allergimidler,2006,25,M,Vestfold,762,127.212,5990,346736.781,107024.133
Allergimidler,2006,25,M,Østfold,996,139.535,7138,469921.250,142001.672
Allergimidler,2006,30,F,Akershus,3534,208.754,16929,1576729.625,440481.781
Allergimidler,2006,30,F,Aust-Agder,614,186.061,3300,328768.875,94932.234
Allergimidler,2006,30,F,Buskerud,1595,194.417,8204,766425.250,232008.703
Allergimidler,2006,30,F,Finnmark,455,181.782,2503,216184.422,72306.797
Allergimidler,2006,30,F,Hedmark,1106,204.891,5398,555043.875,170864.688
Allergimidler,2006,30,F,Hordaland,3154,199.343,15822,1456249.875,426681.688
Allergimidler,2006,30,F,Møre og Romsdal,1303,188.595,6909,569600.625,175303.469
Allergimidler,2006,30,F,Nordland,1200,174.647,6871,542158.438,170946.875
Allergimidler,2006,30,F,Nord-Trøndelag,702,194.784,3604,322666.406,96138.234
Allergimidler,2006,30,F,Oppland,1019,188.216,5414,471855.250,139614.062
Allergimidler,2006,30,F,Oslo,5742,198.452,28934,2604931.750,759536.812
Allergimidler,2006,30,F,Rogaland,2509,180.452,13904,1141771,319805.156
Allergimidler,2006,30,F,Sogn og Fjordane,530,186.685,2839,229224.453,69713.406
Allergimidler,2006,30,F,Sør-Trøndelag,1736,180.046,9642,806781.375,237010.812
Allergimidler,2006,30,F,Telemark,917,180.654,5076,441994.406,129927.164
Allergimidler,2006,30,F,Troms,838,160.168,5232,341042.312,107330.102
Allergimidler,2006,30,F,Vest-Agder,1026,190.106,5397,504261,145266.562
Allergimidler,2006,30,F,Vestfold,1425,202.645,7032,748396.938,227976.875
Allergimidler,2006,30,F,Østfold,1722,204.270,8430,866965.375,247358.359
Allergimidler,2006,30,M,Akershus,2455,153.938,15948,1191541.500,339987.188
Allergimidler,2006,30,M,Aust-Agder,452,131.702,3432,217817.203,69695.984
Allergimidler,2006,30,M,Buskerud,1152,138.795,8300,530704,166587.141
Allergimidler,2006,30,M,Finnmark,257,103.504,2483,106432.617,34999.750
Allergimidler,2006,30,M,Hedmark,771,141.989,5430,407093.438,122768.570
Allergimidler,2006,30,M,Hordaland,2204,132.198,16672,1124772.625,335223.156
Allergimidler,2006,30,M,Møre og Romsdal,898,121.253,7406,415040.875,128907.672
Allergimidler,2006,30,M,Nordland,825,123.577,6676,333954.344,111779.219
Allergimidler,2006,30,M,Nord-Trøndelag,475,132.867,3575,240206.047,74771.820
Allergimidler,2006,30,M,Oppland,682,123.775,5510,305695.188,94661.898
Allergimidler,2006,30,M,Oslo,4369,145.391,30050,2132988.250,629422.438
Allergimidler,2006,30,M,Rogaland,1891,128.771,14685,874106.875,264210.688
Allergimidler,2006,30,M,Sogn og Fjordane,384,125.449,3061,172832.484,55538.883
Allergimidler,2006,30,M,Sør-Trøndelag,1307,126.439,10337,583227.938,183681.891
Allergimidler,2006,30,M,Telemark,633,123.176,5139,268014.812,85713.602
Allergimidler,2006,30,M,Troms,541,98.795,5476,232891.922,76835.930
Allergimidler,2006,30,M,Vest-Agder,733,135.340,5416,329431.156,100129.102
Allergimidler,2006,30,M,Vestfold,952,139.589,6820,517540.281,157806.797
Allergimidler,2006,30,M,Østfold,1279,151.182,8460,668983,194610.234
Allergimidler,2006,35,F,Akershus,4686,219.897,21310,2437537.500,688790.312
Allergimidler,2006,35,F,Aust-Agder,716,194.618,3679,443892.250,129502.234
Allergimidler,2006,35,F,Buskerud,1891,200.871,9414,1085239.250,318044.469
Allergimidler,2006,35,F,Finnmark,525,185.709,2827,264929.219,87559.836
Allergimidler,2006,35,F,Hedmark,1357,208.129,6520,772272.438,230378.094
Allergimidler,2006,35,F,Hordaland,3364,200.024,16818,1798744.875,529547.875
Allergimidler,2006,35,F,Møre og Romsdal,1612,191.358,8424,850632.562,262460.156
Allergimidler,2006,35,F,Nordland,1433,174.458,8214,719126.562,226355.031
Allergimidler,2006,35,F,Nord-Trøndelag,889,201.040,4422,515759.375,161413.734
Allergimidler,2006,35,F,Oppland,1276,195.706,6520,678877.438,211810.828
Allergimidler,2006,35,F,Oslo,4720,205.271,22994,2430473.250,697986.188
Allergimidler,2006,35,F,Rogaland,2744,179.875,15255,1420044.250,419038.375
Allergimidler,2006,35,F,Sogn og Fjordane,593,168.610,3517,322195.531,97794.070
Allergimidler,2006,35,F,Sør-Trøndelag,1857,176.722,10508,927461.250,274872.156
Allergimidler,2006,35,F,Telemark,1096,185.857,5897,600759.688,182672.359
Allergimidler,2006,35,F,Troms,861,147.989,5818,445855.875,150263.156
Allergimidler,2006,35,F,Vest-Agder,1145,199.130,5750,672098.250,198547.234
Allergimidler,2006,35,F,Vestfold,1664,202.433,8220,1006383,293340.750
Allergimidler,2006,35,F,Østfold,2057,207.046,9935,1186201.875,357112.062
Allergimidler,2006,35,M,Akershus,3160,153.816,20544,1528066.875,453728.312
Allergimidler,2006,35,M,Aust-Agder,489,128.752,3798,283334.219,87826.133
Allergimidler,2006,35,M,Buskerud,1340,140.904,9510,726633.125,224778.969
Allergimidler,2006,35,M,Finnmark,319,104.112,3064,145850.562,49286.734
Allergimidler,2006,35,M,Hedmark,912,136.937,6660,500577.656,153032.141
Allergimidler,2006,35,M,Hordaland,2219,127.911,17348,1131227,346871.969
Allergimidler,2006,35,M,Møre og Romsdal,996,112.912,8821,467253.938,147949.438
Allergimidler,2006,35,M,Nordland,949,110.029,8625,456526.562,147726.562
Allergimidler,2006,35,M,Nord-Trøndelag,529,118.345,4470,268988.531,84700.297
Allergimidler,2006,35,M,Oppland,806,120.514,6688,422407.469,129377.633
Allergimidler,2006,35,M,Oslo,3756,148.084,25364,1927086.750,570464.062
Allergimidler,2006,35,M,Rogaland,1765,111.497,15830,894918.562,272224.688
Allergimidler,2006,35,M,Sogn og Fjordane,438,120,3650,237134.328,71267.070
Allergimidler,2006,35,M,Sør-Trøndelag,1254,115.683,10840,608075.688,192580.031
Allergimidler,2006,35,M,Telemark,753,124.422,6052,382570.656,119162.641
Allergimidler,2006,35,M,Troms,612,99.886,6127,307172.031,97716.703
Allergimidler,2006,35,M,Vest-Agder,712,116.416,6116,336412.375,103383.531
Allergimidler,2006,35,M,Vestfold,1102,134.521,8192,595788,184958.500
Allergimidler,2006,35,M,Østfold,1362,136.720,9962,724528.438,223346.047
Allergimidler,2006,40,F,Akershus,4725,221.644,21318,2800994.750,805604.562
Allergimidler,2006,40,F,Aust-Agder,739,203.245,3636,462161.125,142254
Allergimidler,2006,40,F,Buskerud,1869,208.222,8976,1223468.625,377099.719
Allergimidler,2006,40,F,Finnmark,477,185.748,2568,282040.844,94803.930
Allergimidler,2006,40,F,Hedmark,1412,214.199,6592,905008.812,274165.781
Allergimidler,2006,40,F,Hordaland,3191,205.288,15544,2030946.625,597008.625
Allergimidler,2006,40,F,Møre og Romsdal,1467,188.852,7768,869934.250,274982.094
Allergimidler,2006,40,F,Nordland,1585,191.056,8296,895384.188,304853.656
Allergimidler,2006,40,F,Nord-Trøndelag,900,204.499,4401,530124.062,170650.938
Allergimidler,2006,40,F,Oppland,1226,190.787,6426,799067.812,255483.391
Allergimidler,2006,40,F,Oslo,4125,212.870,19378,2413036.750,714952.500
Allergimidler,2006,40,F,Rogaland,2622,184.518,14210,1533965.375,457266.906
Allergimidler,2006,40,F,Sogn og Fjordane,668,194.186,3440,391109.625,121646.844
Allergimidler,2006,40,F,Sør-Trøndelag,1646,167.788,9810,890198.312,276446.250
Allergimidler,2006,40,F,Telemark,1143,195.853,5836,743953.812,241248.438
Allergimidler,2006,40,F,Troms,863,156.567,5512,476029.469,158899.906
Allergimidler,2006,40,F,Vest-Agder,1197,209.193,5722,753443.625,235132.234
Allergimidler,2006,40,F,Vestfold,1786,218.551,8172,1214938.375,371440.562
Allergimidler,2006,40,F,Østfold,2012,213.475,9425,1383498.875,407373.438
Allergimidler,2006,40,M,Akershus,3209,153.335,20928,1804871.375,520085.844
Allergimidler,2006,40,M,Aust-Agder,432,119.601,3612,260617.062,78358.164
Allergimidler,2006,40,M,Buskerud,1221,128.675,9489,687935.500,220213.734
Allergimidler,2006,40,M,Finnmark,277,98.858,2802,156491.438,52352.434
Allergimidler,2006,40,M,Hedmark,899,132.870,6766,544213.812,172897.734
Allergimidler,2006,40,M,Hordaland,1988,119.070,16696,1102160.125,331869.094
Allergimidler,2006,40,M,Møre og Romsdal,940,109.519,8583,475844.219,149593.422
Allergimidler,2006,40,M,Nordland,927,108.713,8527,478594.781,160736.609
Allergimidler,2006,40,M,Nord-Trøndelag,568,120.085,4730,338484.219,107164.102
Allergimidler,2006,40,M,Oppland,818,122.565,6674,407262.469,128351.336
Allergimidler,2006,40,M,Oslo,3157,148.481,21262,1775148.875,531459.438
Allergimidler,2006,40,M,Rogaland,1641,109.211,15026,875580.688,256793.688
Allergimidler,2006,40,M,Sogn og Fjordane,405,105.855,3826,202549.188,65564.883
Allergimidler,2006,40,M,Sør-Trøndelag,1131,109.212,10356,567016.750,178164.828
Allergimidler,2006,40,M,Telemark,725,121.808,5952,401140.469,127203.070
Allergimidler,2006,40,M,Troms,555,96.471,5753,283898.281,95455.797
Allergimidler,2006,40,M,Vest-Agder,742,121.480,6108,403038.406,122117.164
Allergimidler,2006,40,M,Vestfold,1085,131.547,8248,685749.938,210017.141
Allergimidler,2006,40,M,Østfold,1311,133.205,9842,780326.062,241433.672
Allergimidler,2006,45,F,Akershus,4333,234.394,18486,2909667.500,849825.500
Allergimidler,2006,45,F,Aust-Agder,770,215.626,3571,577457.500,171814.641
Allergimidler,2006,45,F,Buskerud,1868,219.687,8503,1262965.750,403896.062
Allergimidler,2006,45,F,Finnmark,464,198.121,2342,272170.875,94309.898
Allergimidler,2006,45,F,Hedmark,1452,224.837,6458,1068256,337011.062
Allergimidler,2006,45,F,Hordaland,3146,214.598,14660,2147315.250,650325.312
Allergimidler,2006,45,F,Møre og Romsdal,1609,195.504,8230,1052944,345226.500
Allergimidler,2006,45,F,Nordland,1457,187.468,7772,921867.125,313517.188
Allergimidler,2006,45,F,Nord-Trøndelag,821,198.886,4128,523273.531,170819.500
Allergimidler,2006,45,F,Oppland,1226,192.889,6356,779619.250,248696.109
Allergimidler,2006,45,F,Oslo,3949,227.529,17356,2614659.500,791938
Allergimidler,2006,45,F,Rogaland,2586,194.700,13282,1624570.250,496492.562
Allergimidler,2006,45,F,Sogn og Fjordane,650,183.616,3540,446626.281,138745.562
Allergimidler,2006,45,F,Sør-Trøndelag,1613,178.153,9054,919779.688,295395.938
Allergimidler,2006,45,F,Telemark,1115,195.511,5703,717010.125,237288.141
Allergimidler,2006,45,F,Troms,839,166.336,5044,468487.094,162492.719
Allergimidler,2006,45,F,Vest-Agder,1193,222.907,5352,849094.625,255029.656
Allergimidler,2006,45,F,Vestfold,1777,220.226,8069,1363359.875,428305.031
Allergimidler,2006,45,F,Østfold,2042,226.587,9012,1458060.750,459969.031
Allergimidler,2006,45,M,Akershus,2836,147.027,19289,1660539.125,502200.844
Allergimidler,2006,45,M,Aust-Agder,437,121.053,3610,281320.562,86061.164
Allergimidler,2006,45,M,Buskerud,1091,126.772,8606,643093.500,202502.562
Allergimidler,2006,45,M,Finnmark,238,97.183,2449,120904.977,42129.801
Allergimidler,2006,45,M,Hedmark,859,130.112,6602,537741.062,167212.609
Allergimidler,2006,45,M,Hordaland,1837,118.067,15559,1119404.500,335540.594
Allergimidler,2006,45,M,Møre og Romsdal,816,95.283,8564,453003.500,148913.625
Allergimidler,2006,45,M,Nordland,816,99.186,8227,430995.250,144850.078
Allergimidler,2006,45,M,Nord-Trøndelag,505,115.139,4386,306574.094,100927.336
Allergimidler,2006,45,M,Oppland,716,110.256,6494,394851.375,128550.500
Allergimidler,2006,45,M,Oslo,2566,141.315,18158,1531404.625,463600.594
Allergimidler,2006,45,M,Rogaland,1498,107.584,13924,833348.312,248875.578
Allergimidler,2006,45,M,Sogn og Fjordane,361,95.731,3771,213725.438,65867.297
Allergimidler,2006,45,M,Sør-Trøndelag,990,103.948,9524,519501.281,162713.125
Allergimidler,2006,45,M,Telemark,643,111.943,5744,368038.844,119838.070
Allergimidler,2006,45,M,Troms,453,84.975,5331,222123.594,70812.969
Allergimidler,2006,45,M,Vest-Agder,644,117.690,5472,377886.812,121426.766
Allergimidler,2006,45,M,Vestfold,1003,124.072,8084,582657.125,185170.172
Allergimidler,2006,45,M,Østfold,1209,132.059,9155,770740.062,238521.328
Allergimidler,2006,50,F,Akershus,3970,240.957,16476,2738787.750,825252.688
Allergimidler,2006,50,F,Aust-Agder,845,229.246,3686,621436.250,195970.062
Allergimidler,2006,50,F,Buskerud,1935,230.357,8400,1402781.500,450176.281
Allergimidler,2006,50,F,Finnmark,445,190.823,2332,278157.750,96195.133
