drug,year,age,gender,geography,antall unike pasienter,prevalens pr 1000,befolkning,aup,ddd
ADHD-midler,2014,Alle,M,Vest-Agder,758,8.412,90108,5255639,398210.094
ADHD-midler,2014,Alle,M,Vestfold,1475,12.270,120216,8854434,613682.875
ADHD-midler,2014,Alle,M,Østfold,1513,10.594,142820,10570782,703963.750
ADHD-midler,2014,0,F,Akershus,0,0,0,0,0
ADHD-midler,2014,0,F,Aust-Agder,0,0,0,0,0
ADHD-midler,2014,0,F,Buskerud,0,0,0,0,0
ADHD-midler,2014,0,F,Finnmark,0,0,0,0,0
ADHD-midler,2014,0,F,Hedmark,0,0,0,0,0
ADHD-midler,2014,0,F,Hordaland,0,0,0,0,0
ADHD-midler,2014,0,F,Møre og Romsdal,0,0,0,0,0
ADHD-midler,2014,0,F,Nordland,0,0,0,0,0
ADHD-midler,2014,0,F,Nord-Trøndelag,0,0,0,0,0
ADHD-midler,2014,0,F,Oppland,0,0,0,0,0
ADHD-midler,2014,0,F,Oslo,0,0,0,0,0
ADHD-midler,2014,0,F,Rogaland,0,0,0,0,0
ADHD-midler,2014,0,F,Sogn og Fjordane,0,0,0,0,0
ADHD-midler,2014,0,F,Sør-Trøndelag,0,0,0,0,0
ADHD-midler,2014,0,F,Telemark,0,0,0,0,0
ADHD-midler,2014,0,F,Troms,0,0,0,0,0
ADHD-midler,2014,0,F,Vest-Agder,0,0,0,0,0
ADHD-midler,2014,0,F,Vestfold,0,0,0,0,0
ADHD-midler,2014,0,F,Østfold,0,0,0,0,0
ADHD-midler,2014,0,M,Akershus,,,16620,,
ADHD-midler,2014,0,M,Aust-Agder,0,0,0,0,0
ADHD-midler,2014,0,M,Buskerud,0,0,0,0,0
ADHD-midler,2014,0,M,Finnmark,0,0,0,0,0
ADHD-midler,2014,0,M,Hedmark,0,0,0,0,0
ADHD-midler,2014,0,M,Hordaland,0,0,0,0,0
ADHD-midler,2014,0,M,Møre og Romsdal,0,0,0,0,0
ADHD-midler,2014,0,M,Nordland,0,0,0,0,0
ADHD-midler,2014,0,M,Nord-Trøndelag,0,0,0,0,0
ADHD-midler,2014,0,M,Oppland,0,0,0,0,0
ADHD-midler,2014,0,M,Oslo,0,0,0,0,0
ADHD-midler,2014,0,M,Rogaland,0,0,0,0,0
ADHD-midler,2014,0,M,Sogn og Fjordane,0,0,0,0,0
ADHD-midler,2014,0,M,Sør-Trøndelag,0,0,0,0,0
ADHD-midler,2014,0,M,Telemark,0,0,0,0,0
ADHD-midler,2014,0,M,Troms,0,0,0,0,0
ADHD-midler,2014,0,M,Vest-Agder,0,0,0,0,0
ADHD-midler,2014,0,M,Vestfold,,,6096,,
ADHD-midler,2014,0,M,Østfold,0,0,0,0,0
ADHD-midler,2014,5,F,Akershus,35,1.788,19578,122807.797,8448.967
ADHD-midler,2014,5,F,Aust-Agder,11,3.080,3572,34280.898,2061.650
ADHD-midler,2014,5,F,Buskerud,28,3.464,8083,134005.203,5299.567
ADHD-midler,2014,5,F,Finnmark,10,4.664,2144,51497.828,2669.058
ADHD-midler,2014,5,F,Hedmark,33,6.459,5109,171575.594,10069.229
ADHD-midler,2014,5,F,Hordaland,67,4.275,15671,355489,15279.616
ADHD-midler,2014,5,F,Møre og Romsdal,43,5.455,7882,195697.906,8813.925
ADHD-midler,2014,5,F,Nordland,31,4.660,6652,158063.797,8407.884
ADHD-midler,2014,5,F,Nord-Trøndelag,12,2.929,4097,40232.434,2665.040
ADHD-midler,2014,5,F,Oppland,19,3.868,4912,72998.359,4638.316
ADHD-midler,2014,5,F,Oslo,29,1.622,17882,89878.898,5945.667
ADHD-midler,2014,5,F,Rogaland,93,5.989,15529,411948.969,25207.900
ADHD-midler,2014,5,F,Sogn og Fjordane,11,3.350,3284,34935.012,2502
ADHD-midler,2014,5,F,Sør-Trøndelag,35,3.895,8986,112604,7409.333
ADHD-midler,2014,5,F,Telemark,11,2.392,4598,66970.703,4778.333
ADHD-midler,2014,5,F,Troms,16,3.395,4713,57663.238,3650
ADHD-midler,2014,5,F,Vest-Agder,13,2.216,5867,34532.938,1996.944
ADHD-midler,2014,5,F,Vestfold,35,5.019,6974,203903.594,8907.050
ADHD-midler,2014,5,F,Østfold,32,3.922,8160,156102.094,9802.167
ADHD-midler,2014,5,M,Akershus,148,7.236,20453,701156.500,40427.281
ADHD-midler,2014,5,M,Aust-Agder,25,6.746,3706,144026.125,5345.955
ADHD-midler,2014,5,M,Buskerud,97,11.134,8712,557750.125,26077.666
ADHD-midler,2014,5,M,Finnmark,18,8.112,2219,82489.500,5146.233
ADHD-midler,2014,5,M,Hedmark,97,17.785,5454,473924.656,29556.754
ADHD-midler,2014,5,M,Hordaland,248,15.166,16352,1470631.625,69320.578
ADHD-midler,2014,5,M,Møre og Romsdal,153,18.741,8164,699066.438,37485.629
ADHD-midler,2014,5,M,Nordland,110,15.497,7098,468890.750,29921.842
ADHD-midler,2014,5,M,Nord-Trøndelag,44,10.312,4267,178507,8723.730
ADHD-midler,2014,5,M,Oppland,39,7.332,5319,165228.797,12133.050
ADHD-midler,2014,5,M,Oslo,103,5.551,18555,338187.094,21287.129
ADHD-midler,2014,5,M,Rogaland,257,15.870,16194,1243872.125,71533.734
ADHD-midler,2014,5,M,Sogn og Fjordane,30,8.686,3454,136717.672,8529.267
ADHD-midler,2014,5,M,Sør-Trøndelag,122,12.876,9475,650442.312,31848.596
ADHD-midler,2014,5,M,Telemark,51,10.336,4934,235406.781,15516.991
ADHD-midler,2014,5,M,Troms,59,11.821,4991,279765.188,14846.800
ADHD-midler,2014,5,M,Vest-Agder,29,4.793,6051,142878.016,10676.434
ADHD-midler,2014,5,M,Vestfold,127,17.049,7449,576106.875,30601.670
ADHD-midler,2014,5,M,Østfold,118,13.391,8812,546790.312,35531.906
ADHD-midler,2014,10,F,Akershus,194,10.162,19090,942244.375,59315.258
ADHD-midler,2014,10,F,Aust-Agder,47,13.763,3415,268250.688,14572.358
ADHD-midler,2014,10,F,Buskerud,136,17.040,7981,787347.875,44911.707
ADHD-midler,2014,10,F,Finnmark,35,15.514,2256,192964.203,11236.325
ADHD-midler,2014,10,F,Hedmark,131,23.810,5502,751161.875,46494.219
ADHD-midler,2014,10,F,Hordaland,241,15.688,15362,1483120,80143.047
ADHD-midler,2014,10,F,Møre og Romsdal,127,15.820,8028,636906.812,38572.320
ADHD-midler,2014,10,F,Nordland,136,19.636,6926,729296.938,46423.449
ADHD-midler,2014,10,F,Nord-Trøndelag,68,16.110,4221,283035.125,21701.221
ADHD-midler,2014,10,F,Oppland,68,12.509,5436,353137.188,24485.916
ADHD-midler,2014,10,F,Oslo,83,5.604,14810,385220,23954.113
ADHD-midler,2014,10,F,Rogaland,266,18.294,14540,1480461.375,95735.367
ADHD-midler,2014,10,F,Sogn og Fjordane,31,8.893,3486,151116,10532.333
ADHD-midler,2014,10,F,Sør-Trøndelag,195,22.733,8578,1108927.500,62752.168
ADHD-midler,2014,10,F,Telemark,80,16.035,4989,412006.188,29193.113
ADHD-midler,2014,10,F,Troms,66,14.301,4615,325687.438,21028
ADHD-midler,2014,10,F,Vest-Agder,41,7.365,5567,221246.469,13774.938
ADHD-midler,2014,10,F,Vestfold,126,18.119,6954,727023.438,40666.402
ADHD-midler,2014,10,F,Østfold,153,18.277,8371,1047405.125,62256.070
ADHD-midler,2014,10,M,Akershus,544,27.617,19698,2797398.250,187376.203
ADHD-midler,2014,10,M,Aust-Agder,110,30.370,3622,693966,31828.367
ADHD-midler,2014,10,M,Buskerud,328,38.734,8468,1936724.625,122382.359
ADHD-midler,2014,10,M,Finnmark,122,51.761,2357,742362.062,43607.203
ADHD-midler,2014,10,M,Hedmark,320,56.577,5656,2122043.250,127588.719
ADHD-midler,2014,10,M,Hordaland,641,40.722,15741,4293730.500,231004.078
ADHD-midler,2014,10,M,Møre og Romsdal,380,44.843,8474,1933021.250,129511.555
ADHD-midler,2014,10,M,Nordland,396,54.306,7292,2299676.250,140625.375
ADHD-midler,2014,10,M,Nord-Trøndelag,172,39.522,4352,815818.250,54581.770
ADHD-midler,2014,10,M,Oppland,188,34.294,5482,893262.688,68957.742
ADHD-midler,2014,10,M,Oslo,322,21.095,15264,1677090.750,99790.148
ADHD-midler,2014,10,M,Rogaland,733,48.685,15056,4419441,283395.375
ADHD-midler,2014,10,M,Sogn og Fjordane,115,31.628,3636,701124.188,44394.262
ADHD-midler,2014,10,M,Sør-Trøndelag,470,51.154,9188,2696920,171679.203
ADHD-midler,2014,10,M,Telemark,230,44.799,5134,1417739.500,85972.211
ADHD-midler,2014,10,M,Troms,205,42.655,4806,1069092.500,70524.070
ADHD-midler,2014,10,M,Vest-Agder,108,18.737,5764,599179.375,37591.453
ADHD-midler,2014,10,M,Vestfold,388,51.255,7570,2249066.750,131427.781
ADHD-midler,2014,10,M,Østfold,397,44.150,8992,2661511,156143.406
ADHD-midler,2014,15,F,Akershus,223,11.858,18806,1181115.625,77802.727
ADHD-midler,2014,15,F,Aust-Agder,63,16.605,3794,268651.688,18613.062
ADHD-midler,2014,15,F,Buskerud,161,19.625,8204,848896.188,64123.105
ADHD-midler,2014,15,F,Finnmark,38,15.466,2457,201745.406,11547.728
ADHD-midler,2014,15,F,Hedmark,134,22.639,5919,749069.188,48029.949
ADHD-midler,2014,15,F,Hordaland,249,15.682,15878,1386133.750,80174.656
ADHD-midler,2014,15,F,Møre og Romsdal,125,14.814,8438,525540.875,35155.402
ADHD-midler,2014,15,F,Nordland,205,25.612,8004,1046861.312,68571.078
ADHD-midler,2014,15,F,Nord-Trøndelag,83,18.130,4578,455402,32105.639
ADHD-midler,2014,15,F,Oppland,95,16.464,5770,440083.562,35010.242
ADHD-midler,2014,15,F,Oslo,113,7.948,14218,504049.656,33866.480
ADHD-midler,2014,15,F,Rogaland,237,15.582,15210,1299534.250,79232.672
ADHD-midler,2014,15,F,Sogn og Fjordane,34,9.164,3710,127072.703,10049.879
ADHD-midler,2014,15,F,Sør-Trøndelag,213,23.027,9250,1024239.750,70875.727
ADHD-midler,2014,15,F,Telemark,118,21.763,5422,567434.812,39459.484
ADHD-midler,2014,15,F,Troms,71,14.054,5052,305404.406,18626.125
ADHD-midler,2014,15,F,Vest-Agder,50,8.130,6150,187830.797,12118.990
ADHD-midler,2014,15,F,Vestfold,144,18.658,7718,717375.938,45195.559
ADHD-midler,2014,15,F,Østfold,173,18.957,9126,903254.125,62018.219
ADHD-midler,2014,15,M,Akershus,423,21.135,20014,2186998.750,151023.859
ADHD-midler,2014,15,M,Aust-Agder,123,30.643,4014,516448.500,32644.840
ADHD-midler,2014,15,M,Buskerud,296,33.705,8782,1691313.625,115841.023
ADHD-midler,2014,15,M,Finnmark,69,25.192,2739,363244.312,25413.533
ADHD-midler,2014,15,M,Hedmark,284,43.572,6518,1634405.500,119445.656
ADHD-midler,2014,15,M,Hordaland,440,26.548,16574,2397320.500,149450.078
ADHD-midler,2014,15,M,Møre og Romsdal,271,29.971,9042,1350321.250,90719.258
ADHD-midler,2014,15,M,Nordland,331,39.070,8472,1793802.125,126561.180
ADHD-midler,2014,15,M,Nord-Trøndelag,161,32.618,4936,832615.750,55742.887
ADHD-midler,2014,15,M,Oppland,199,31.718,6274,1065665.500,80763.617
ADHD-midler,2014,15,M,Oslo,227,15.188,14946,982787.500,66488.898
ADHD-midler,2014,15,M,Rogaland,486,30.228,16078,2724957.250,178799.344
ADHD-midler,2014,15,M,Sogn og Fjordane,81,20.301,3990,463786.594,31593.725
ADHD-midler,2014,15,M,Sør-Trøndelag,381,39.564,9630,2181640.250,144602.328
ADHD-midler,2014,15,M,Telemark,185,32.662,5664,1055947.500,67938.008
ADHD-midler,2014,15,M,Troms,148,26.447,5596,765539.875,56281.859
ADHD-midler,2014,15,M,Vest-Agder,129,20.194,6388,638513.125,44400.066
ADHD-midler,2014,15,M,Vestfold,279,33.942,8220,1528588,96916.312
ADHD-midler,2014,15,M,Østfold,348,36.364,9570,2133887.500,139190.359
ADHD-midler,2014,20,F,Akershus,158,9.589,16478,712361.312,49685.426
ADHD-midler,2014,20,F,Aust-Agder,80,22.315,3585,356617.219,31437.898
ADHD-midler,2014,20,F,Buskerud,101,12.801,7890,472694.906,35230.242
ADHD-midler,2014,20,F,Finnmark,41,16.322,2512,165028.234,14492.028
ADHD-midler,2014,20,F,Hedmark,81,14.080,5753,396717,32437.645
ADHD-midler,2014,20,F,Hordaland,159,8.988,17690,692919.750,48098.852
ADHD-midler,2014,20,F,Møre og Romsdal,99,12.224,8099,501845.062,34223.164
ADHD-midler,2014,20,F,Nordland,131,17.153,7637,681117.312,47699.406
ADHD-midler,2014,20,F,Nord-Trøndelag,43,9.667,4448,265044.656,18816.959
ADHD-midler,2014,20,F,Oppland,66,11.317,5832,281110.750,23508.699
ADHD-midler,2014,20,F,Oslo,149,6.462,23058,749433.375,53582.969
ADHD-midler,2014,20,F,Rogaland,156,10.232,15246,779553.062,59760.191
ADHD-midler,2014,20,F,Sogn og Fjordane,21,5.924,3545,94216.797,5056.583
ADHD-midler,2014,20,F,Sør-Trøndelag,155,13.691,11321,744928.250,55258.441
ADHD-midler,2014,20,F,Telemark,70,13.173,5314,370329.219,26486.871
ADHD-midler,2014,20,F,Troms,50,8.922,5604,161078.781,12821
ADHD-midler,2014,20,F,Vest-Agder,62,9.968,6220,283111.438,23136.809
ADHD-midler,2014,20,F,Vestfold,144,20.162,7142,632943.500,50872.977
ADHD-midler,2014,20,F,Østfold,146,17.364,8408,787779.750,50291.781
ADHD-midler,2014,20,M,Akershus,203,11.298,17968,1232424.875,75993.586
ADHD-midler,2014,20,M,Aust-Agder,80,20.603,3883,386858.625,25077.375
ADHD-midler,2014,20,M,Buskerud,137,16.362,8373,787340.688,52533.762
ADHD-midler,2014,20,M,Finnmark,44,15.304,2875,248873.094,19301.783
ADHD-midler,2014,20,M,Hedmark,92,14.678,6268,515428.875,37044.004
ADHD-midler,2014,20,M,Hordaland,169,9.204,18362,905488.688,60492.348
ADHD-midler,2014,20,M,Møre og Romsdal,117,13.161,8890,604168.875,38461.156
ADHD-midler,2014,20,M,Nordland,150,17.357,8642,837126.438,59717.055
ADHD-midler,2014,20,M,Nord-Trøndelag,59,12.521,4712,376120.156,25113.307
ADHD-midler,2014,20,M,Oppland,95,14.937,6360,496875.281,39046.852
ADHD-midler,2014,20,M,Oslo,144,6.977,20638,819329.188,52067.113
ADHD-midler,2014,20,M,Rogaland,201,12.195,16482,1068037.375,72730.758
ADHD-midler,2014,20,M,Sogn og Fjordane,36,9.205,3911,205843.812,15164.409
ADHD-midler,2014,20,M,Sør-Trøndelag,140,11.367,12316,669465.375,54683.473
ADHD-midler,2014,20,M,Telemark,78,13.333,5850,427817.500,30716.840
ADHD-midler,2014,20,M,Troms,35,5.543,6314,169460.969,13522.354
ADHD-midler,2014,20,M,Vest-Agder,80,12.070,6628,420672.406,32232.666
ADHD-midler,2014,20,M,Vestfold,158,20.220,7814,765700.750,62809.262
ADHD-midler,2014,20,M,Østfold,132,14.518,9092,696251.438,50695.145
ADHD-midler,2014,25,F,Akershus,127,8.291,15318,733429.812,48701.855
ADHD-midler,2014,25,F,Aust-Agder,56,17.424,3214,269853.312,25559.863
ADHD-midler,2014,25,F,Buskerud,74,9.252,7998,439645.719,33958.898
ADHD-midler,2014,25,F,Finnmark,45,18.971,2372,243098.750,21493.998
ADHD-midler,2014,25,F,Hedmark,53,10.510,5043,284882.312,23746.232
ADHD-midler,2014,25,F,Hordaland,138,7.562,18249,658754.125,52949.781
ADHD-midler,2014,25,F,Møre og Romsdal,86,11.409,7538,499467.594,33134.355
ADHD-midler,2014,25,F,Nordland,107,15.662,6832,721000.750,49504.582
ADHD-midler,2014,25,F,Nord-Trøndelag,35,9.532,3672,235863.500,19224.625
ADHD-midler,2014,25,F,Oppland,52,10.505,4950,260814.766,22603.635
ADHD-midler,2014,25,F,Oslo,153,4.366,35046,662543.938,51000.020
ADHD-midler,2014,25,F,Rogaland,117,7.089,16505,778059.688,50970.938
ADHD-midler,2014,25,F,Sogn og Fjordane,23,7.898,2912,131932.438,10810.917
ADHD-midler,2014,25,F,Sør-Trøndelag,117,10.313,11345,580460.750,49942.180
ADHD-midler,2014,25,F,Telemark,48,9.985,4807,233396.125,17861.912
ADHD-midler,2014,25,F,Troms,29,5.431,5340,124152.258,10527.500
ADHD-midler,2014,25,F,Vest-Agder,60,10.608,5656,288784.625,28476.336
ADHD-midler,2014,25,F,Vestfold,148,21.855,6772,797283.438,69064.281
ADHD-midler,2014,25,F,Østfold,107,13.592,7872,533205.375,49413.176
ADHD-midler,2014,25,M,Akershus,151,9.698,15570,876038.500,63358
ADHD-midler,2014,25,M,Aust-Agder,47,13.922,3376,326940.281,27864.943
ADHD-midler,2014,25,M,Buskerud,93,11.061,8408,532240,39198.656
ADHD-midler,2014,25,M,Finnmark,33,12.406,2660,183825.906,17224.334
ADHD-midler,2014,25,M,Hedmark,82,15.213,5390,467641.031,38670.770
ADHD-midler,2014,25,M,Hordaland,112,5.753,19468,656668.375,44181.121
ADHD-midler,2014,25,M,Møre og Romsdal,82,9.709,8446,401097.094,31841.721
ADHD-midler,2014,25,M,Nordland,101,13.386,7545,578915.750,46323.051
ADHD-midler,2014,25,M,Nord-Trøndelag,43,10.941,3930,293297,23600.400
ADHD-midler,2014,25,M,Oppland,63,11.835,5323,457931.312,30549.549
ADHD-midler,2014,25,M,Oslo,144,4.451,32355,773846.375,60904.723
ADHD-midler,2014,25,M,Rogaland,124,7.302,16981,607255.062,46364.812
ADHD-midler,2014,25,M,Sogn og Fjordane,29,9.148,3170,151650.906,9603.150
ADHD-midler,2014,25,M,Sør-Trøndelag,106,8.358,12682,692668.938,53849.219
ADHD-midler,2014,25,M,Telemark,53,10.224,5184,335663.375,22118.328
ADHD-midler,2014,25,M,Troms,27,4.765,5666,127802.805,10321.791
ADHD-midler,2014,25,M,Vest-Agder,99,16.470,6011,625149.500,55141
ADHD-midler,2014,25,M,Vestfold,109,15.751,6920,510969.062,47722.344
ADHD-midler,2014,25,M,Østfold,98,11.857,8265,675702.500,47728.051
ADHD-midler,2014,30,F,Akershus,105,6.085,17256,882093.938,57056.562
ADHD-midler,2014,30,F,Aust-Agder,38,11.323,3356,166966.516,16158.307
ADHD-midler,2014,30,F,Buskerud,54,6.504,8302,391995.375,25811.338
ADHD-midler,2014,30,F,Finnmark,16,7.944,2014,146903.797,11518.666
ADHD-midler,2014,30,F,Hedmark,56,11.667,4800,338527.406,26560.326
ADHD-midler,2014,30,F,Hordaland,102,5.983,17048,586755.500,44297.773
ADHD-midler,2014,30,F,Møre og Romsdal,70,9.328,7504,386116.094,31716.650
ADHD-midler,2014,30,F,Nordland,92,14.481,6353,643168.062,53539.289
ADHD-midler,2014,30,F,Nord-Trøndelag,19,5.446,3489,126162.797,9072.653
ADHD-midler,2014,30,F,Oppland,45,9.615,4680,320148.344,23849.244
ADHD-midler,2014,30,F,Oslo,110,3.347,32864,633291.188,48576.848
ADHD-midler,2014,30,F,Rogaland,113,6.867,16455,683143.375,47334.707
ADHD-midler,2014,30,F,Sogn og Fjordane,11,3.804,2892,36305.234,3038
ADHD-midler,2014,30,F,Sør-Trøndelag,72,7.118,10115,377788.156,29320.957
ADHD-midler,2014,30,F,Telemark,51,11.518,4428,314770.062,28189.344
ADHD-midler,2014,30,F,Troms,22,4.530,4857,131490.906,8844
ADHD-midler,2014,30,F,Vest-Agder,65,11.786,5515,391471.375,37069.051
ADHD-midler,2014,30,F,Vestfold,96,14.105,6806,702095.875,47517.594
ADHD-midler,2014,30,F,Østfold,94,11.574,8122,693968,55416.121
ADHD-midler,2014,30,M,Akershus,111,6.648,16698,869879.812,61102.406
ADHD-midler,2014,30,M,Aust-Agder,47,13.603,3455,218852.125,22483.090
ADHD-midler,2014,30,M,Buskerud,58,6.735,8612,436538.375,31710.361
ADHD-midler,2014,30,M,Finnmark,31,13.420,2310,389818.812,22832.688
ADHD-midler,2014,30,M,Hedmark,56,10.912,5132,593391.875,33534.828
ADHD-midler,2014,30,M,Hordaland,117,6.165,18978,748034.875,54231.184
ADHD-midler,2014,30,M,Møre og Romsdal,60,7.112,8436,315999.469,25961.225
ADHD-midler,2014,30,M,Nordland,93,13.457,6911,760618.312,55565.930
ADHD-midler,2014,30,M,Nord-Trøndelag,38,10.434,3642,268851.906,22523.416
ADHD-midler,2014,30,M,Oppland,50,9.835,5084,334184.594,26718.914
ADHD-midler,2014,30,M,Oslo,140,4.076,34350,1024060.750,62923.922
ADHD-midler,2014,30,M,Rogaland,111,6.216,17858,833618.125,64878.254
ADHD-midler,2014,30,M,Sogn og Fjordane,22,7.204,3054,121779.164,11056
ADHD-midler,2014,30,M,Sør-Trøndelag,85,7.636,11132,509082.562,44893.402
ADHD-midler,2014,30,M,Telemark,39,8.344,4674,210039.375,17412.344
ADHD-midler,2014,30,M,Troms,26,4.874,5334,197809.562,16242.411
ADHD-midler,2014,30,M,Vest-Agder,70,11.761,5952,639972.188,45623.164
ADHD-midler,2014,30,M,Vestfold,99,14.087,7028,786114.312,60963.676
ADHD-midler,2014,30,M,Østfold,62,7.591,8168,606887.188,34505.898
ADHD-midler,2014,35,F,Akershus,104,5.247,19820,754085.688,48924.762
ADHD-midler,2014,35,F,Aust-Agder,33,9.200,3587,186405.875,20642
ADHD-midler,2014,35,F,Buskerud,64,7.202,8887,511349.094,38326.270
ADHD-midler,2014,35,F,Finnmark,21,10.396,2020,121743.297,10011.667
ADHD-midler,2014,35,F,Hedmark,53,9.820,5397,343829.875,31337.738
ADHD-midler,2014,35,F,Hordaland,98,5.976,16400,766498.312,45905.016
ADHD-midler,2014,35,F,Møre og Romsdal,44,5.924,7427,252392.812,20509.334
ADHD-midler,2014,35,F,Nordland,63,9.789,6436,377314.562,33241.129
ADHD-midler,2014,35,F,Nord-Trøndelag,19,5.217,3642,133601.578,9963.825
ADHD-midler,2014,35,F,Oppland,41,7.950,5157,275163,21787.215
ADHD-midler,2014,35,F,Oslo,111,4.253,26100,786553.500,47575.992
ADHD-midler,2014,35,F,Rogaland,112,7.175,15610,833325.438,67466.227
ADHD-midler,2014,35,F,Sogn og Fjordane,16,5.590,2862,351731.688,7087.997
ADHD-midler,2014,35,F,Sør-Trøndelag,53,5.600,9464,315479.469,28875.260
ADHD-midler,2014,35,F,Telemark,50,10.068,4966,268340,26514.137
ADHD-midler,2014,35,F,Troms,11,2.274,4837,46091.113,5776
ADHD-midler,2014,35,F,Vest-Agder,42,7.374,5696,232209.188,21095.102
ADHD-midler,2014,35,F,Vestfold,104,13.813,7529,734564.875,53451.465
ADHD-midler,2014,35,F,Østfold,76,8.732,8704,680063.562,45159.027
ADHD-midler,2014,35,M,Akershus,115,5.781,19894,1367591.875,66806.828
ADHD-midler,2014,35,M,Aust-Agder,43,11.334,3794,241825,23445.014
ADHD-midler,2014,35,M,Buskerud,59,6.367,9266,574447.250,41837.250
ADHD-midler,2014,35,M,Finnmark,25,10.860,2302,218490.344,17836
ADHD-midler,2014,35,M,Hedmark,67,12.107,5534,521399.281,42024.598
ADHD-midler,2014,35,M,Hordaland,99,5.520,17934,854546.188,59999.027
ADHD-midler,2014,35,M,Møre og Romsdal,37,4.518,8189,212082.719,16995.855
ADHD-midler,2014,35,M,Nordland,78,11.504,6780,787883.188,49651.191
ADHD-midler,2014,35,M,Nord-Trøndelag,26,6.952,3740,244300.344,19507.486
ADHD-midler,2014,35,M,Oppland,54,10.078,5358,314833.125,33797.840
ADHD-midler,2014,35,M,Oslo,132,4.494,29374,1479161.875,77525.086
ADHD-midler,2014,35,M,Rogaland,91,5.182,17562,829326.188,61269.680
ADHD-midler,2014,35,M,Sogn og Fjordane,15,4.851,3092,88394.797,7388.750
ADHD-midler,2014,35,M,Sør-Trøndelag,64,6.074,10536,353475.188,31286.961
ADHD-midler,2014,35,M,Telemark,37,7.409,4994,261672.469,21196.367
ADHD-midler,2014,35,M,Troms,14,2.799,5001,59136.578,4756.708
ADHD-midler,2014,35,M,Vest-Agder,70,12.125,5773,564066.438,43102.621
ADHD-midler,2014,35,M,Vestfold,89,11.783,7553,547369.625,48382.301
ADHD-midler,2014,35,M,Østfold,97,10.603,9148,792579.188,62614.809
ADHD-midler,2014,40,F,Akershus,126,5.407,23304,973833.438,58086.145
ADHD-midler,2014,40,F,Aust-Agder,49,12.456,3934,367161.625,28457.932
ADHD-midler,2014,40,F,Buskerud,53,5.273,10052,345365.312,33460.363
ADHD-midler,2014,40,F,Finnmark,15,5.462,2746,139422.250,10568.446
ADHD-midler,2014,40,F,Hedmark,63,9.407,6697,367071.594,35378.512
ADHD-midler,2014,40,F,Hordaland,75,4.394,17070,871173.750,48908.746
