drug,year,age,gender,geography,antall unike pasienter,prevalens pr 1000,befolkning,aup,ddd
Diabetesmidler,2004,Alle,M,Sogn og Fjordane,1305,24.111,54124,4298730.500,669494.188
Diabetesmidler,2004,Alle,M,Sør-Trøndelag,3315,24.585,134838,10891990,1790329.250
Diabetesmidler,2004,Alle,M,Telemark,2393,29.224,81884,8804549,1431004
Diabetesmidler,2004,Alle,M,Troms,1871,24.333,76890,6585825.500,1064941.500
Diabetesmidler,2004,Alle,M,Vest-Agder,1954,24.504,79743,7773131,1161129.875
Diabetesmidler,2004,Alle,M,Vestfold,2756,25.519,108000,10759529,1723893.500
Diabetesmidler,2004,Alle,M,Østfold,3899,30.751,126794,14328696,2244130.250
Diabetesmidler,2004,0,F,Akershus,,,14596,,
Diabetesmidler,2004,0,F,Aust-Agder,0,0,0,0,0
Diabetesmidler,2004,0,F,Buskerud,,,6345,,
Diabetesmidler,2004,0,F,Finnmark,0,0,0,0,0
Diabetesmidler,2004,0,F,Hedmark,,,4440,,
Diabetesmidler,2004,0,F,Hordaland,5,0.380,13160,11046.600,1437.500
Diabetesmidler,2004,0,F,Møre og Romsdal,,,6618,,
Diabetesmidler,2004,0,F,Nordland,,,5938,,
Diabetesmidler,2004,0,F,Nord-Trøndelag,,,3508,,
Diabetesmidler,2004,0,F,Oppland,,,4490,,
Diabetesmidler,2004,0,F,Oslo,,,15794,,
Diabetesmidler,2004,0,F,Rogaland,,,12218,,
Diabetesmidler,2004,0,F,Sogn og Fjordane,,,3012,,
Diabetesmidler,2004,0,F,Sør-Trøndelag,,,7440,,
Diabetesmidler,2004,0,F,Telemark,,,4079,,
Diabetesmidler,2004,0,F,Troms,0,0,0,0,0
Diabetesmidler,2004,0,F,Vest-Agder,,,4512,,
Diabetesmidler,2004,0,F,Vestfold,,,5426,,
Diabetesmidler,2004,0,F,Østfold,,,6596,,
Diabetesmidler,2004,0,M,Akershus,5,0.329,15220,13441.600,1462.500
Diabetesmidler,2004,0,M,Aust-Agder,0,0,0,0,0
Diabetesmidler,2004,0,M,Buskerud,,,6708,,
Diabetesmidler,2004,0,M,Finnmark,,,2184,,
Diabetesmidler,2004,0,M,Hedmark,,,4586,,
Diabetesmidler,2004,0,M,Hordaland,5,0.367,13636,17870.400,2012.500
Diabetesmidler,2004,0,M,Møre og Romsdal,,,6990,,
Diabetesmidler,2004,0,M,Nordland,8,1.277,6263,24236.500,3150
Diabetesmidler,2004,0,M,Nord-Trøndelag,,,3587,,
Diabetesmidler,2004,0,M,Oppland,,,4597,,
Diabetesmidler,2004,0,M,Oslo,,,16379,,
Diabetesmidler,2004,0,M,Rogaland,5,0.397,12595,10453.800,1200
Diabetesmidler,2004,0,M,Sogn og Fjordane,,,3120,,
Diabetesmidler,2004,0,M,Sør-Trøndelag,,,8008,,
Diabetesmidler,2004,0,M,Telemark,,,4232,,
Diabetesmidler,2004,0,M,Troms,,,4328,,
Diabetesmidler,2004,0,M,Vest-Agder,,,4691,,
Diabetesmidler,2004,0,M,Vestfold,,,5885,,
Diabetesmidler,2004,0,M,Østfold,,,7033,,
Diabetesmidler,2004,5,F,Akershus,25,1.429,17496,93731.898,10225
Diabetesmidler,2004,5,F,Aust-Agder,8,2.338,3421,46373.500,5562.500
Diabetesmidler,2004,5,F,Buskerud,14,1.838,7618,72388.102,7725
Diabetesmidler,2004,5,F,Finnmark,,,2514,,
Diabetesmidler,2004,5,F,Hedmark,13,2.365,5496,107167.500,11887.500
Diabetesmidler,2004,5,F,Hordaland,23,1.513,15200,85821.398,8906.250
Diabetesmidler,2004,5,F,Møre og Romsdal,12,1.490,8052,55952.102,5700
Diabetesmidler,2004,5,F,Nordland,17,2.171,7830,71110.797,8225
Diabetesmidler,2004,5,F,Nord-Trøndelag,13,3.026,4296,56472.199,5737.500
Diabetesmidler,2004,5,F,Oppland,10,1.809,5528,35932.781,3745
Diabetesmidler,2004,5,F,Oslo,14,1.016,13776,55689.102,5887.500
Diabetesmidler,2004,5,F,Rogaland,32,2.215,14450,108129.500,11856.250
Diabetesmidler,2004,5,F,Sogn og Fjordane,10,2.762,3620,32311.900,3525
Diabetesmidler,2004,5,F,Sør-Trøndelag,10,1.129,8859,48547.102,5837.500
Diabetesmidler,2004,5,F,Telemark,10,1.954,5119,39970.102,4312.500
Diabetesmidler,2004,5,F,Troms,8,1.596,5014,33013.398,3700
Diabetesmidler,2004,5,F,Vest-Agder,11,1.928,5705,41977.102,4200
Diabetesmidler,2004,5,F,Vestfold,7,0.994,7044,32928.301,3525
Diabetesmidler,2004,5,F,Østfold,19,2.336,8133,66673.102,7143.750
Diabetesmidler,2004,5,M,Akershus,34,1.837,18506,158526.797,16450
Diabetesmidler,2004,5,M,Aust-Agder,8,2.191,3651,25802.301,2887.500
Diabetesmidler,2004,5,M,Buskerud,15,1.864,8046,69894.297,7687.500
Diabetesmidler,2004,5,M,Finnmark,,,2694,,
Diabetesmidler,2004,5,M,Hedmark,6,0.998,6012,33500.602,3450
Diabetesmidler,2004,5,M,Hordaland,29,1.835,15804,127431.797,13712.500
Diabetesmidler,2004,5,M,Møre og Romsdal,14,1.648,8494,52404.820,5507.500
Diabetesmidler,2004,5,M,Nordland,14,1.707,8202,72809.500,9162.500
Diabetesmidler,2004,5,M,Nord-Trøndelag,7,1.507,4645,21129.199,2175
Diabetesmidler,2004,5,M,Oppland,8,1.366,5858,23483.900,2750
Diabetesmidler,2004,5,M,Oslo,18,1.225,14688,77415.102,8225
Diabetesmidler,2004,5,M,Rogaland,32,2.116,15126,102994.398,11512.500
Diabetesmidler,2004,5,M,Sogn og Fjordane,5,1.285,3892,10969.600,1125
Diabetesmidler,2004,5,M,Sør-Trøndelag,12,1.301,9222,58428.398,6950
Diabetesmidler,2004,5,M,Telemark,11,2.094,5252,64775.500,6312.500
Diabetesmidler,2004,5,M,Troms,,,5441,,
Diabetesmidler,2004,5,M,Vest-Agder,12,2.044,5870,41402.801,4200
Diabetesmidler,2004,5,M,Vestfold,8,1.071,7470,45716.398,4912.500
Diabetesmidler,2004,5,M,Østfold,16,1.890,8464,73838.445,7954.100
Diabetesmidler,2004,10,F,Akershus,46,2.601,17688,314451,32487.500
Diabetesmidler,2004,10,F,Aust-Agder,12,3.318,3617,68867.297,7675.625
Diabetesmidler,2004,10,F,Buskerud,30,3.773,7952,171802.047,17597.500
Diabetesmidler,2004,10,F,Finnmark,,,2582,,
Diabetesmidler,2004,10,F,Hedmark,23,3.833,6000,180420.562,18991.650
Diabetesmidler,2004,10,F,Hordaland,48,3.114,15414,294467.312,30975
Diabetesmidler,2004,10,F,Møre og Romsdal,33,3.943,8370,181420.266,18925
Diabetesmidler,2004,10,F,Nordland,34,4.229,8040,147390.906,17812.500
Diabetesmidler,2004,10,F,Nord-Trøndelag,10,2.193,4561,66216,6812.500
Diabetesmidler,2004,10,F,Oppland,25,4.270,5855,125035.602,13437.500
Diabetesmidler,2004,10,F,Oslo,37,2.880,12847,231510.828,23822.500
Diabetesmidler,2004,10,F,Rogaland,53,3.699,14328,273611.688,30387.500
Diabetesmidler,2004,10,F,Sogn og Fjordane,13,3.417,3804,60057.801,6517.500
Diabetesmidler,2004,10,F,Sør-Trøndelag,33,3.615,9128,210979.297,22931.250
Diabetesmidler,2004,10,F,Telemark,24,4.448,5396,155497.797,15525
Diabetesmidler,2004,10,F,Troms,11,2.133,5156,61948.199,6487.500
Diabetesmidler,2004,10,F,Vest-Agder,15,2.593,5785,63734.102,6862.500
Diabetesmidler,2004,10,F,Vestfold,29,3.940,7360,225414.438,20545.801
Diabetesmidler,2004,10,F,Østfold,25,3.041,8222,153181.500,15787.500
Diabetesmidler,2004,10,M,Akershus,54,2.883,18730,352205,36295
Diabetesmidler,2004,10,M,Aust-Agder,8,2.136,3745,43829.398,4625
Diabetesmidler,2004,10,M,Buskerud,30,3.711,8084,169997.406,18075
Diabetesmidler,2004,10,M,Finnmark,8,2.941,2720,36495.500,3550
Diabetesmidler,2004,10,M,Hedmark,20,3.194,6262,139888.703,14925
Diabetesmidler,2004,10,M,Hordaland,57,3.500,16287,346935.094,36212.500
Diabetesmidler,2004,10,M,Møre og Romsdal,39,4.429,8806,231737.500,22800
Diabetesmidler,2004,10,M,Nordland,35,4.005,8740,183524,21117.500
Diabetesmidler,2004,10,M,Nord-Trøndelag,12,2.517,4768,62903.898,6675
Diabetesmidler,2004,10,M,Oppland,27,4.380,6164,128162.898,13787.500
Diabetesmidler,2004,10,M,Oslo,24,1.778,13500,144428,15537.500
Diabetesmidler,2004,10,M,Rogaland,44,2.864,15364,201722.500,22092.500
Diabetesmidler,2004,10,M,Sogn og Fjordane,12,2.950,4068,51039.699,5512.500
Diabetesmidler,2004,10,M,Sør-Trøndelag,17,1.799,9452,116131.102,13075
Diabetesmidler,2004,10,M,Telemark,27,4.734,5703,130234.703,13300
Diabetesmidler,2004,10,M,Troms,28,4.979,5624,191182.406,20362.500
Diabetesmidler,2004,10,M,Vest-Agder,21,3.443,6100,138114.703,14700
Diabetesmidler,2004,10,M,Vestfold,35,4.516,7750,223154.594,22537.500
Diabetesmidler,2004,10,M,Østfold,27,3.063,8814,139486.094,14412.500
Diabetesmidler,2004,15,F,Akershus,63,4.136,15232,392106.594,38830
Diabetesmidler,2004,15,F,Aust-Agder,21,6.122,3430,165471.406,16500
Diabetesmidler,2004,15,F,Buskerud,38,5.200,7308,281793.062,27760
Diabetesmidler,2004,15,F,Finnmark,9,3.899,2308,60118.520,6083.500
Diabetesmidler,2004,15,F,Hedmark,23,4.149,5544,161356,15387.500
Diabetesmidler,2004,15,F,Hordaland,59,4.176,14129,423318.125,42009.551
Diabetesmidler,2004,15,F,Møre og Romsdal,38,4.777,7954,209968.703,21252.500
Diabetesmidler,2004,15,F,Nordland,33,4.350,7586,219957.703,23062.500
Diabetesmidler,2004,15,F,Nord-Trøndelag,25,5.838,4282,202044.406,19375
Diabetesmidler,2004,15,F,Oppland,19,3.585,5300,147640.047,14730
Diabetesmidler,2004,15,F,Oslo,50,4.120,12136,321704.844,33342.500
Diabetesmidler,2004,15,F,Rogaland,55,4.148,13260,346077.188,36087.500
Diabetesmidler,2004,15,F,Sogn og Fjordane,10,2.770,3610,51899.199,5666.250
Diabetesmidler,2004,15,F,Sør-Trøndelag,42,5.028,8353,287400.188,29495
Diabetesmidler,2004,15,F,Telemark,23,4.404,5223,159965.703,14600
Diabetesmidler,2004,15,F,Troms,24,5.102,4704,159253.703,16250
Diabetesmidler,2004,15,F,Vest-Agder,29,5.495,5278,188202,20360
Diabetesmidler,2004,15,F,Vestfold,30,4.218,7112,195975.703,18532.500
Diabetesmidler,2004,15,F,Østfold,27,3.567,7570,199206.062,19080
Diabetesmidler,2004,15,M,Akershus,72,4.436,16231,553047.875,57668.750
Diabetesmidler,2004,15,M,Aust-Agder,23,6.459,3561,136561.094,14500
Diabetesmidler,2004,15,M,Buskerud,33,4.283,7704,214964.500,22462.500
Diabetesmidler,2004,15,M,Finnmark,8,3.275,2443,60012.801,6000
Diabetesmidler,2004,15,M,Hedmark,26,4.440,5856,230675.703,23637.500
Diabetesmidler,2004,15,M,Hordaland,87,5.807,14982,746091.625,74435
Diabetesmidler,2004,15,M,Møre og Romsdal,46,5.395,8527,334286.094,34107.500
Diabetesmidler,2004,15,M,Nordland,48,5.842,8217,418210.469,43603.324
Diabetesmidler,2004,15,M,Nord-Trøndelag,33,7.259,4546,303258.688,29062.500
Diabetesmidler,2004,15,M,Oppland,30,5.281,5681,244039.297,25400
Diabetesmidler,2004,15,M,Oslo,38,3.051,12453,336911.594,34572.500
Diabetesmidler,2004,15,M,Rogaland,67,4.820,13901,496904.312,52125
Diabetesmidler,2004,15,M,Sogn og Fjordane,18,4.573,3936,166063.797,16887.500
Diabetesmidler,2004,15,M,Sør-Trøndelag,39,4.607,8466,335612.812,34637.500
Diabetesmidler,2004,15,M,Telemark,35,6.380,5486,279529.688,28225
Diabetesmidler,2004,15,M,Troms,29,5.805,4996,245881.797,25800
Diabetesmidler,2004,15,M,Vest-Agder,37,6.483,5707,329506.812,34550
Diabetesmidler,2004,15,M,Vestfold,32,4.403,7268,334550,31080
Diabetesmidler,2004,15,M,Østfold,49,6.085,8053,361275.688,35400
Diabetesmidler,2004,20,F,Akershus,88,6.928,12702,514516.906,54366.250
Diabetesmidler,2004,20,F,Aust-Agder,25,7.774,3216,127596.102,13592.500
Diabetesmidler,2004,20,F,Buskerud,33,4.898,6737,217701.906,22017.500
Diabetesmidler,2004,20,F,Finnmark,12,6.006,1998,46392.898,5170.500
Diabetesmidler,2004,20,F,Hedmark,33,6.799,4854,206854.906,20347.500
Diabetesmidler,2004,20,F,Hordaland,100,7.258,13778,498545.562,51288.750
Diabetesmidler,2004,20,F,Møre og Romsdal,62,8.186,7574,284335.688,29957.500
Diabetesmidler,2004,20,F,Nordland,40,5.824,6868,180523.906,19658.750
Diabetesmidler,2004,20,F,Nord-Trøndelag,20,5.269,3796,115514.898,10987.500
Diabetesmidler,2004,20,F,Oppland,35,7.042,4970,244043.297,24330
Diabetesmidler,2004,20,F,Oslo,71,4.454,15942,351723.500,36692.500
Diabetesmidler,2004,20,F,Rogaland,75,5.951,12603,342333.688,35640
Diabetesmidler,2004,20,F,Sogn og Fjordane,18,5.441,3308,121519.297,12437.500
Diabetesmidler,2004,20,F,Sør-Trøndelag,48,5.884,8158,211048.578,23050.750
Diabetesmidler,2004,20,F,Telemark,35,7.386,4739,214093.500,21482.500
Diabetesmidler,2004,20,F,Troms,24,5.405,4440,105117.797,11375
Diabetesmidler,2004,20,F,Vest-Agder,28,5.439,5148,147937.906,15617.500
Diabetesmidler,2004,20,F,Vestfold,41,6.596,6216,233481.844,24330
Diabetesmidler,2004,20,F,Østfold,37,5.168,7160,221468.141,22763.883
Diabetesmidler,2004,20,M,Akershus,65,4.888,13298,457107.500,45754.375
Diabetesmidler,2004,20,M,Aust-Agder,25,7.225,3460,188858.594,18937.500
Diabetesmidler,2004,20,M,Buskerud,43,6.171,6968,353934.750,36500
Diabetesmidler,2004,20,M,Finnmark,6,2.846,2108,12877.300,1375
Diabetesmidler,2004,20,M,Hedmark,42,8,5250,340185.656,34199.750
Diabetesmidler,2004,20,M,Hordaland,78,5.417,14400,600569,59075
Diabetesmidler,2004,20,M,Møre og Romsdal,60,7.448,8056,488714.344,47435
Diabetesmidler,2004,20,M,Nordland,41,5.539,7402,309914.500,31429.125
Diabetesmidler,2004,20,M,Nord-Trøndelag,18,4.618,3898,151289.703,14665.500
Diabetesmidler,2004,20,M,Oppland,25,4.769,5242,187794.297,19125
Diabetesmidler,2004,20,M,Oslo,51,3.543,14393,377358.500,39367.500
Diabetesmidler,2004,20,M,Rogaland,77,5.928,12990,543728.188,54382.500
Diabetesmidler,2004,20,M,Sogn og Fjordane,25,7.114,3514,181513.203,18810
Diabetesmidler,2004,20,M,Sør-Trøndelag,42,5.001,8398,288856.812,27960
Diabetesmidler,2004,20,M,Telemark,32,6.334,5052,219595.703,21587.500
Diabetesmidler,2004,20,M,Troms,24,4.868,4930,172231.297,17212.500
Diabetesmidler,2004,20,M,Vest-Agder,37,6.591,5614,283630.906,28587.500
Diabetesmidler,2004,20,M,Vestfold,46,7.036,6538,438548.312,41452.500
Diabetesmidler,2004,20,M,Østfold,41,5.657,7248,328784.500,33398.750
Diabetesmidler,2004,25,F,Akershus,117,8.972,13041,461261.938,53947.500
Diabetesmidler,2004,25,F,Aust-Agder,35,11.929,2934,177177.734,18565
Diabetesmidler,2004,25,F,Buskerud,58,8.386,6916,309906.594,32421.426
Diabetesmidler,2004,25,F,Finnmark,31,14.734,2104,93930.602,11632.500
Diabetesmidler,2004,25,F,Hedmark,41,8.749,4686,201257.797,21795
Diabetesmidler,2004,25,F,Hordaland,130,8.848,14693,467740.750,53642.500
Diabetesmidler,2004,25,F,Møre og Romsdal,66,10.030,6580,244958.188,26307.475
Diabetesmidler,2004,25,F,Nordland,67,10.875,6161,271748.375,29251
Diabetesmidler,2004,25,F,Nord-Trøndelag,30,9.446,3176,78311.602,9167.500
Diabetesmidler,2004,25,F,Oppland,42,9.060,4636,184327,19876.250
Diabetesmidler,2004,25,F,Oslo,187,7.030,26602,784798.625,87091.250
Diabetesmidler,2004,25,F,Rogaland,149,11.627,12815,402425.188,47387.668
Diabetesmidler,2004,25,F,Sogn og Fjordane,28,9.897,2829,124460.398,13975
Diabetesmidler,2004,25,F,Sør-Trøndelag,74,8.362,8850,247474.594,26697.500
Diabetesmidler,2004,25,F,Telemark,39,8.467,4606,226967.250,22457.500
Diabetesmidler,2004,25,F,Troms,54,11.749,4596,203777.703,24840
Diabetesmidler,2004,25,F,Vest-Agder,51,10.307,4948,252890.297,26622.500
Diabetesmidler,2004,25,F,Vestfold,52,8.523,6101,228974.250,25388.166
Diabetesmidler,2004,25,F,Østfold,69,9.542,7231,331144.438,33959.500
Diabetesmidler,2004,25,M,Akershus,88,6.948,12666,515269.406,55122.500
Diabetesmidler,2004,25,M,Aust-Agder,23,7.237,3178,177972.594,17893.750
Diabetesmidler,2004,25,M,Buskerud,54,7.725,6990,341651.062,35442.500
Diabetesmidler,2004,25,M,Finnmark,9,3.953,2277,58257.801,6025
Diabetesmidler,2004,25,M,Hedmark,38,7.537,5042,322119.594,32300
Diabetesmidler,2004,25,M,Hordaland,92,6.121,15029,709870.375,72433.125
Diabetesmidler,2004,25,M,Møre og Romsdal,50,7.041,7101,429387.094,41229.375
Diabetesmidler,2004,25,M,Nordland,41,6.108,6712,272458.312,28630
Diabetesmidler,2004,25,M,Nord-Trøndelag,27,8.079,3342,143196.203,13650
Diabetesmidler,2004,25,M,Oppland,42,8.405,4997,301465.281,32625
Diabetesmidler,2004,25,M,Oslo,134,5.559,24104,853160.750,89634.836
Diabetesmidler,2004,25,M,Rogaland,91,6.823,13338,584521.188,59480
Diabetesmidler,2004,25,M,Sogn og Fjordane,22,7.338,2998,157211.797,16147.500
Diabetesmidler,2004,25,M,Sør-Trøndelag,51,5.403,9440,382571.500,40072.352
Diabetesmidler,2004,25,M,Telemark,45,9.319,4829,303728.500,31011.875
Diabetesmidler,2004,25,M,Troms,36,7.538,4776,284630.906,29718.750
Diabetesmidler,2004,25,M,Vest-Agder,53,10.411,5091,388389,40610
Diabetesmidler,2004,25,M,Vestfold,35,5.710,6130,230061.297,23632.500
Diabetesmidler,2004,25,M,Østfold,44,5.889,7472,319889,33057.500
Diabetesmidler,2004,30,F,Akershus,180,10.078,17860,747468.625,89558.430
Diabetesmidler,2004,30,F,Aust-Agder,36,10.619,3390,135204,16312.500
Diabetesmidler,2004,30,F,Buskerud,99,11.461,8638,336027.094,39537.500
Diabetesmidler,2004,30,F,Finnmark,36,12.775,2818,103026.703,14022.500
Diabetesmidler,2004,30,F,Hedmark,54,9.165,5892,216558.453,25021.250
Diabetesmidler,2004,30,F,Hordaland,174,10.760,16171,644696.750,73461.250
Diabetesmidler,2004,30,F,Møre og Romsdal,105,13.907,7550,391541,43649.500
Diabetesmidler,2004,30,F,Nordland,81,10.763,7526,320426,39747.668
Diabetesmidler,2004,30,F,Nord-Trøndelag,45,11.430,3937,146815.500,18212.500
Diabetesmidler,2004,30,F,Oppland,47,7.985,5886,167977.203,19388.666
Diabetesmidler,2004,30,F,Oslo,217,7.679,28258,893390.750,101549.180
Diabetesmidler,2004,30,F,Rogaland,168,11.724,14330,531232.688,65307.500
Diabetesmidler,2004,30,F,Sogn og Fjordane,31,9.544,3248,144861.406,16442.500
Diabetesmidler,2004,30,F,Sør-Trøndelag,109,10.915,9986,465365.656,53964.500
Diabetesmidler,2004,30,F,Telemark,48,8.837,5432,235475.844,23635.551
Diabetesmidler,2004,30,F,Troms,69,12.282,5618,252800.203,32006.875
Diabetesmidler,2004,30,F,Vest-Agder,60,10.893,5508,295465.625,31483.750
Diabetesmidler,2004,30,F,Vestfold,76,10.343,7348,365694.750,40707.500
Diabetesmidler,2004,30,F,Østfold,91,10.174,8944,442022.469,48695.168
Diabetesmidler,2004,30,M,Akershus,137,8.178,16752,789667.188,87842.500
Diabetesmidler,2004,30,M,Aust-Agder,41,11.635,3524,245817.297,24507.500
Diabetesmidler,2004,30,M,Buskerud,89,10.102,8810,584192.688,64610
Diabetesmidler,2004,30,M,Finnmark,20,6.920,2890,94973.398,10862.500
Diabetesmidler,2004,30,M,Hedmark,62,10.598,5850,384473.188,41070
Diabetesmidler,2004,30,M,Hordaland,145,8.517,17024,897427.688,97767.336
Diabetesmidler,2004,30,M,Møre og Romsdal,83,10.230,8113,604521.625,62427.500
Diabetesmidler,2004,30,M,Nordland,87,11.643,7472,483493.656,55726.750
Diabetesmidler,2004,30,M,Nord-Trøndelag,43,10.689,4023,214244.344,24871.584
Diabetesmidler,2004,30,M,Oppland,66,10.800,6111,452210,48113.043
Diabetesmidler,2004,30,M,Oslo,242,8.196,29526,1372263.750,152034.375
Diabetesmidler,2004,30,M,Rogaland,134,9.046,14813,913232.875,99198.664
Diabetesmidler,2004,30,M,Sogn og Fjordane,38,11.256,3376,285182.406,31662.500
Diabetesmidler,2004,30,M,Sør-Trøndelag,66,6.274,10520,438514.250,47075
Diabetesmidler,2004,30,M,Telemark,57,10.060,5666,432688.750,47667.500
Diabetesmidler,2004,30,M,Troms,59,9.938,5937,394587.500,47990.500
Diabetesmidler,2004,30,M,Vest-Agder,72,12.654,5690,502114.344,53714.418
Diabetesmidler,2004,30,M,Vestfold,72,9.964,7226,494567.750,51216.832
Diabetesmidler,2004,30,M,Østfold,100,11.164,8957,697544.125,75036.664
Diabetesmidler,2004,35,F,Akershus,232,10.921,21244,965432.938,118013.750
Diabetesmidler,2004,35,F,Aust-Agder,39,10.768,3622,178982.266,20791.334
Diabetesmidler,2004,35,F,Buskerud,123,13.229,9298,494746.156,62421.867
Diabetesmidler,2004,35,F,Finnmark,36,12.880,2795,174892.203,21231.650
Diabetesmidler,2004,35,F,Hedmark,86,13.251,6490,435410.969,56195.352
Diabetesmidler,2004,35,F,Hordaland,178,10.745,16566,722718.750,84533.484
Diabetesmidler,2004,35,F,Møre og Romsdal,113,13.740,8224,511067.719,53772.625
Diabetesmidler,2004,35,F,Nordland,123,14.624,8411,486899.094,61400
Diabetesmidler,2004,35,F,Nord-Trøndelag,48,10.671,4498,162312.703,20904.834
Diabetesmidler,2004,35,F,Oppland,79,12.184,6484,430853.438,49754.332
Diabetesmidler,2004,35,F,Oslo,289,13.107,22050,998674.125,137298.953
Diabetesmidler,2004,35,F,Rogaland,163,10.925,14920,567108.750,69077.500
Diabetesmidler,2004,35,F,Sogn og Fjordane,36,10.453,3444,171967.750,20662.500
Diabetesmidler,2004,35,F,Sør-Trøndelag,117,11.241,10408,373881.562,50156.457
Diabetesmidler,2004,35,F,Telemark,64,10.769,5943,311689.812,34726.457
Diabetesmidler,2004,35,F,Troms,60,10.501,5714,229081.219,34102.250
Diabetesmidler,2004,35,F,Vest-Agder,77,13.361,5763,367883,40697.332
Diabetesmidler,2004,35,F,Vestfold,103,12.521,8226,538520.125,56624.293
Diabetesmidler,2004,35,F,Østfold,120,12.376,9696,477951.875,55356.801
Diabetesmidler,2004,35,M,Akershus,273,13.370,20419,1464219.125,174341.750
Diabetesmidler,2004,35,M,Aust-Agder,45,12.013,3746,274104.875,30905.500
Diabetesmidler,2004,35,M,Buskerud,154,16.156,9532,858393.062,98455.852
Diabetesmidler,2004,35,M,Finnmark,29,9.508,3050,88594.500,14687.500
Diabetesmidler,2004,35,M,Hedmark,103,14.997,6868,561636.750,71458.914
Diabetesmidler,2004,35,M,Hordaland,208,12.066,17239,1099690.625,123127.086
Diabetesmidler,2004,35,M,Møre og Romsdal,98,11.114,8818,560606.375,65934.336
Diabetesmidler,2004,35,M,Nordland,106,11.879,8923,600343.750,68203.336
Diabetesmidler,2004,35,M,Nord-Trøndelag,51,11.087,4600,278852.906,30555.834
Diabetesmidler,2004,35,M,Oppland,108,15.859,6810,622464.562,72379.836
Diabetesmidler,2004,35,M,Oslo,325,13.327,24386,1410792.750,176512
Diabetesmidler,2004,35,M,Rogaland,164,10.549,15546,827888.312,97587.664
Diabetesmidler,2004,35,M,Sogn og Fjordane,48,12.645,3796,275585.594,30192.334
Diabetesmidler,2004,35,M,Sør-Trøndelag,128,11.832,10818,651612.438,74967.586
Diabetesmidler,2004,35,M,Telemark,99,16.364,6050,546436.312,63060.668
Diabetesmidler,2004,35,M,Troms,71,11.628,6106,424564.812,51847.332
Diabetesmidler,2004,35,M,Vest-Agder,81,13.388,6050,459861.094,52902.418
Diabetesmidler,2004,35,M,Vestfold,93,11.226,8284,520550.094,64940.500
Diabetesmidler,2004,35,M,Østfold,164,16.416,9990,898176.062,103468.969
Diabetesmidler,2004,40,F,Akershus,242,12.139,19936,883504.875,122537.664
Diabetesmidler,2004,40,F,Aust-Agder,48,13.629,3522,200011.297,22333
Diabetesmidler,2004,40,F,Buskerud,134,15.488,8652,534167,70749.500
Diabetesmidler,2004,40,F,Finnmark,45,17.886,2516,91328.203,18077.959
Diabetesmidler,2004,40,F,Hedmark,98,15.385,6370,349584.188,48901.699
Diabetesmidler,2004,40,F,Hordaland,177,11.800,15000,668623.062,89414.836
Diabetesmidler,2004,40,F,Møre og Romsdal,94,12.027,7816,414977.188,48980.500
Diabetesmidler,2004,40,F,Nordland,106,13.145,8064,383281,56144.168
Diabetesmidler,2004,40,F,Nord-Trøndelag,55,13.111,4195,173230.703,26795
Diabetesmidler,2004,40,F,Oppland,77,12.111,6358,298873.562,40141.199
Diabetesmidler,2004,40,F,Oslo,336,18.094,18570,1198632.625,176245.281
Diabetesmidler,2004,40,F,Rogaland,155,11.312,13702,581666.750,78486.250
Diabetesmidler,2004,40,F,Sogn og Fjordane,42,12.181,3448,143825.406,19805
Diabetesmidler,2004,40,F,Sør-Trøndelag,110,11.730,9378,381554.562,54463.918
Diabetesmidler,2004,40,F,Telemark,64,11.339,5644,311834.844,40482.715
Diabetesmidler,2004,40,F,Troms,90,16.914,5321,321474.562,48923.500
Diabetesmidler,2004,40,F,Vest-Agder,67,12.055,5558,285488.500,37289.668
Diabetesmidler,2004,40,F,Vestfold,111,13.931,7968,400192.188,52837.043
Diabetesmidler,2004,40,F,Østfold,131,14.701,8911,589106.125,78818.391
Diabetesmidler,2004,40,M,Akershus,337,16.853,19996,1426159,192215.312
Diabetesmidler,2004,40,M,Aust-Agder,76,21.953,3462,366109,44566.750
Diabetesmidler,2004,40,M,Buskerud,169,18.878,8952,872280.125,112312
Diabetesmidler,2004,40,M,Finnmark,41,15.152,2706,157521.094,24197.334
Diabetesmidler,2004,40,M,Hedmark,141,21.773,6476,592805.438,83245
Diabetesmidler,2004,40,M,Hordaland,229,14.287,16029,1037433.500,130394.836
Diabetesmidler,2004,40,M,Møre og Romsdal,152,18.108,8394,702674.125,90441.820
Diabetesmidler,2004,40,M,Nordland,140,16.770,8348,654666.625,87086.164
Diabetesmidler,2004,40,M,Nord-Trøndelag,93,20.694,4494,354908,51397
Diabetesmidler,2004,40,M,Oppland,108,16.762,6443,504951.500,68504
Diabetesmidler,2004,40,M,Oslo,420,20.916,20080,1610978.250,240345.891
Diabetesmidler,2004,40,M,Rogaland,216,15.023,14378,1110690,139861.500
Diabetesmidler,2004,40,M,Sogn og Fjordane,46,11.899,3866,199514.703,26424.834
Diabetesmidler,2004,40,M,Sør-Trøndelag,169,17.407,9709,884705.938,108734.484
Diabetesmidler,2004,40,M,Telemark,102,18.015,5662,515314.469,65586.211
Diabetesmidler,2004,40,M,Troms,97,17.585,5516,454213.094,61284.500
Diabetesmidler,2004,40,M,Vest-Agder,87,14.867,5852,415484,55104.500
Diabetesmidler,2004,40,M,Vestfold,129,16.131,7997,761117.438,101475.164
