Valuedrug,Valuetime,Valueage,Valuegender,Valuegeography,SumAntall_unike_pasienter,SumPrevalens_pr_1000,SumBefolkning,SumSum_AUP,SumSum_DDD
ADHD-midler,2015,5 - 9,Mann,Møre og Romsdal,156,19.054598754122389,8187,724215.875,40767.3671875
ADHD-midler,2015,5 - 9,Mann,Nordland,108,15.221987315010571,7095,459780.96875,30209.26171875
ADHD-midler,2015,5 - 9,Mann,Nord-Trøndelag,66,15.420560747663551,4280,257117.765625,15083.98046875
ADHD-midler,2015,5 - 9,Mann,Oppland,40,7.564296520423601,5288,152881.796875,11360.1669921875
ADHD-midler,2015,5 - 9,Mann,Oslo,108,5.677039529015980,19024,379856.4375,21919.7734375
ADHD-midler,2015,5 - 9,Mann,Rogaland,298,17.788920725883477,16752,1561758.375,89742.484375
ADHD-midler,2015,5 - 9,Mann,Sogn og Fjordane,41,11.822376009227220,3468,221507.046875,14511.662109375
ADHD-midler,2015,5 - 9,Mann,Sør-Trøndelag,126,13.019218846869188,9678,718841.125,35460.67578125
ADHD-midler,2015,5 - 9,Mann,Telemark,47,9.318001586042823,5044,219528.4375,13840.78515625
ADHD-midler,2015,5 - 9,Mann,Troms,49,9.827517047733654,4986,286188.625,13058.611328125
ADHD-midler,2015,5 - 9,Mann,Vest-Agder,31,5.032467532467532,6160,134064.5625,8470.724609375
ADHD-midler,2015,5 - 9,Mann,Vestfold,117,15.334207077326343,7630,569699.4375,30696.783203125
ADHD-midler,2015,5 - 9,Mann,Østfold,117,13.166779203241053,8886,585943.5,38220.9765625
ADHD-midler,2015,10 - 14,Kvinne,Akershus,209,10.880316518298714,19209,1111158.375,69249.078125
ADHD-midler,2015,10 - 14,Kvinne,Aust-Agder,56,16.504568228706160,3393,318397.40625,16270.0126953125
ADHD-midler,2015,10 - 14,Kvinne,Buskerud,126,15.565163681284744,8095,724138.5625,44015.42578125
ADHD-midler,2015,10 - 14,Kvinne,Finnmark,38,17.415215398716774,2182,191384.59375,11754.2666015625
ADHD-midler,2015,10 - 14,Kvinne,Hedmark,123,22.727272727272727,5412,643742.5,41742.375
ADHD-midler,2015,10 - 14,Kvinne,Hordaland,248,16.349133100402136,15169,1619968.875,79415.4296875
ADHD-midler,2015,10 - 14,Kvinne,Møre og Romsdal,126,15.642458100558659,8055,653531.625,39548.8125
ADHD-midler,2015,10 - 14,Kvinne,Nordland,125,18.328445747800587,6820,687047.25,46016.4765625
ADHD-midler,2015,10 - 14,Kvinne,Nord-Trøndelag,71,17.216294859359845,4124,339562.6875,23547.525390625
ADHD-midler,2015,10 - 14,Kvinne,Oppland,62,11.684885035808519,5306,351226.8125,24187.1328125
ADHD-midler,2015,10 - 14,Kvinne,Oslo,98,6.442282408624770,15212,400694.90625,27889.68359375
ADHD-midler,2015,10 - 14,Kvinne,Rogaland,299,20.524437122460187,14568,1590980.625,103782.84375
ADHD-midler,2015,10 - 14,Kvinne,Sogn og Fjordane,34,9.719839908519154,3498,190614.09375,12648.662109375
ADHD-midler,2015,10 - 14,Kvinne,Sør-Trøndelag,211,24.342408860175358,8668,1093908.5,69299.2578125
ADHD-midler,2015,10 - 14,Kvinne,Telemark,71,14.451455322613474,4913,346660.6875,25992.345703125
ADHD-midler,2015,10 - 14,Kvinne,Troms,56,12.469383210866177,4491,254306.71875,18410.470703125
ADHD-midler,2015,10 - 14,Kvinne,Vest-Agder,35,6.248884127834315,5601,210261.078125,13217.7421875
ADHD-midler,2015,10 - 14,Kvinne,Vestfold,130,18.707727730608721,6949,682336.3125,39440.38671875
ADHD-midler,2015,10 - 14,Kvinne,Østfold,150,18.050541516245487,8310,957103.6875,58981.75
ADHD-midler,2015,10 - 14,Mann,Akershus,521,26.036981509245377,20010,2763351.75,185783.9375
ADHD-midler,2015,10 - 14,Mann,Aust-Agder,104,29.156153630501822,3567,803816.75,31773.19140625
ADHD-midler,2015,10 - 14,Mann,Buskerud,328,38.697498820198207,8476,1927790,122160.1171875
ADHD-midler,2015,10 - 14,Mann,Finnmark,107,47.303271441202476,2262,613925.625,37268.99609375
ADHD-midler,2015,10 - 14,Mann,Hedmark,331,60.105320501180316,5507,2118753.5,129194.3671875
ADHD-midler,2015,10 - 14,Mann,Hordaland,677,43.209088588205259,15668,4446479.5,245295.859375
ADHD-midler,2015,10 - 14,Mann,Møre og Romsdal,396,47.357091604879215,8362,2156425.5,139294.46875
ADHD-midler,2015,10 - 14,Mann,Nordland,413,57.012700165654335,7244,2208837.25,144346.5
ADHD-midler,2015,10 - 14,Mann,Nord-Trøndelag,186,43.175487465181058,4308,811339.4375,55352.80859375
ADHD-midler,2015,10 - 14,Mann,Oppland,165,30.275229357798165,5450,908424,67627.8046875
ADHD-midler,2015,10 - 14,Mann,Oslo,326,20.800102086390608,15673,1646625.75,101916.1875
ADHD-midler,2015,10 - 14,Mann,Rogaland,725,48.352674403094571,14994,4289538,282723.6875
ADHD-midler,2015,10 - 14,Mann,Sogn og Fjordane,102,28.207964601769912,3616,588328.625,40642.46484375
ADHD-midler,2015,10 - 14,Mann,Sør-Trøndelag,485,53.502482073910645,9065,2839498.75,180875.59375
ADHD-midler,2015,10 - 14,Mann,Telemark,207,40.796216003153331,5074,1290297.875,80967.625
ADHD-midler,2015,10 - 14,Mann,Troms,194,40.399833402748855,4802,1081067,68930.21875
ADHD-midler,2015,10 - 14,Mann,Vest-Agder,101,17.559109874826147,5752,526005.625,38050.71875
ADHD-midler,2015,10 - 14,Mann,Vestfold,363,48.316251830161054,7513,2022709.75,127935.9609375
ADHD-midler,2015,10 - 14,Mann,Østfold,407,45.566502463054187,8932,2515576.25,167026.765625
ADHD-midler,2015,15 - 19,Kvinne,Akershus,239,12.601497416429400,18966,1202645.375,77368.4921875
ADHD-midler,2015,15 - 19,Kvinne,Aust-Agder,61,16.292735042735043,3744,291759.75,17822.8671875
ADHD-midler,2015,15 - 19,Kvinne,Buskerud,166,20.192190731054616,8221,795996.25,57768.23046875
ADHD-midler,2015,15 - 19,Kvinne,Finnmark,36,14.778325123152709,2436,131667,9436.5166015625
ADHD-midler,2015,15 - 19,Kvinne,Hedmark,153,26.073619631901840,5868,759519.625,50242.9609375
ADHD-midler,2015,15 - 19,Kvinne,Hordaland,272,16.995751062234441,16004,1472604.875,89972.9375
ADHD-midler,2015,15 - 19,Kvinne,Møre og Romsdal,133,15.667334197196372,8489,537130.5625,38045.9140625
ADHD-midler,2015,15 - 19,Kvinne,Nordland,224,28.622540250447227,7826,993227.375,70614.3359375
ADHD-midler,2015,15 - 19,Kvinne,Nord-Trøndelag,90,19.719544259421560,4564,463906.03125,33787.8984375
ADHD-midler,2015,15 - 19,Kvinne,Oppland,88,15.352407536636427,5732,434221.625,31370.533203125
ADHD-midler,2015,15 - 19,Kvinne,Oslo,113,7.765255634964266,14552,454205.59375,32882.37890625
ADHD-midler,2015,15 - 19,Kvinne,Rogaland,271,17.824256774533018,15204,1435579,92273.078125
ADHD-midler,2015,15 - 19,Kvinne,Sogn og Fjordane,32,8.688569101276134,3683,127307.6015625,9528.9169921875
ADHD-midler,2015,15 - 19,Kvinne,Sør-Trøndelag,216,23.295944779982744,9272,1046368.5625,73111.5
ADHD-midler,2015,15 - 19,Kvinne,Telemark,98,18.175074183976261,5392,519057.625,37922.83984375
ADHD-midler,2015,15 - 19,Kvinne,Troms,66,13.100436681222707,5038,214103.640625,14289.154296875
ADHD-midler,2015,15 - 19,Kvinne,Vest-Agder,47,7.669712793733681,6128,196899.75,13780.4033203125
ADHD-midler,2015,15 - 19,Kvinne,Vestfold,147,19.160583941605839,7672,736694.875,47777.35546875
ADHD-midler,2015,15 - 19,Kvinne,Østfold,179,19.691969196919692,9090,832536.5625,60996.27734375
ADHD-midler,2015,15 - 19,Mann,Akershus,411,20.436576997662971,20111,2051874.25,147008.8125
ADHD-midler,2015,15 - 19,Mann,Aust-Agder,99,24.342267027292845,4067,418295.09375,26123.25390625
ADHD-midler,2015,15 - 19,Mann,Buskerud,282,31.900452488687783,8840,1551638.875,113204.9765625
ADHD-midler,2015,15 - 19,Mann,Finnmark,70,25.417574437182280,2754,403543.71875,27629.763671875
ADHD-midler,2015,15 - 19,Mann,Hedmark,250,38.759689922480620,6450,1463764,104006.171875
ADHD-midler,2015,15 - 19,Mann,Hordaland,447,26.905019862766342,16614,2543596.5,161690.703125
ADHD-midler,2015,15 - 19,Mann,Møre og Romsdal,291,32.126297195848973,9058,1431922.25,100460.578125
ADHD-midler,2015,15 - 19,Mann,Nordland,302,36.513118123564261,8271,1638713.625,115785.0078125
ADHD-midler,2015,15 - 19,Mann,Nord-Trøndelag,151,30.653674380836378,4926,774837.125,53058.61328125
ADHD-midler,2015,15 - 19,Mann,Oppland,180,28.846153846153846,6240,850064.75,66348.375
ADHD-midler,2015,15 - 19,Mann,Oslo,219,14.544730025901574,15057,1047436,73503.65625
ADHD-midler,2015,15 - 19,Mann,Rogaland,525,32.564197990323781,16122,3088792,206694.71875
ADHD-midler,2015,15 - 19,Mann,Sogn og Fjordane,89,22.227772227772228,4004,487394.90625,34275.1015625
ADHD-midler,2015,15 - 19,Mann,Sør-Trøndelag,423,43.464858199753391,9732,2293675.25,155114.921875
ADHD-midler,2015,15 - 19,Mann,Telemark,187,33.416726233023588,5596,1131352.375,66859.78125
ADHD-midler,2015,15 - 19,Mann,Troms,158,28.927132918344929,5462,745127.6875,55573.3359375
ADHD-midler,2015,15 - 19,Mann,Vest-Agder,139,21.766363921077357,6386,662923.8125,47109.30078125
ADHD-midler,2015,15 - 19,Mann,Vestfold,276,33.927473878303626,8135,1620008.375,99028.7265625
ADHD-midler,2015,15 - 19,Mann,Østfold,350,36.390101892285298,9618,2158678,137514.578125
ADHD-midler,2015,20 - 24,Kvinne,Akershus,182,11.024957596316937,16508,862599.5,60541.84765625
ADHD-midler,2015,20 - 24,Kvinne,Aust-Agder,92,25.806451612903226,3565,395972.71875,31596.181640625
ADHD-midler,2015,20 - 24,Kvinne,Buskerud,107,13.646218594567020,7841,559391.9375,40902.96875
ADHD-midler,2015,20 - 24,Kvinne,Finnmark,40,16.096579476861167,2485,212371.25,15393.3330078125
ADHD-midler,2015,20 - 24,Kvinne,Hedmark,70,12.186629526462396,5744,336041.0625,28800.986328125
ADHD-midler,2015,20 - 24,Kvinne,Hordaland,183,10.330811787286892,17714,726667.1875,53967.734375
ADHD-midler,2015,20 - 24,Kvinne,Møre og Romsdal,87,10.858711932101847,8012,535139.3125,33841.01171875
ADHD-midler,2015,20 - 24,Kvinne,Nordland,125,16.417126346204360,7614,716621.9375,50886.21875
ADHD-midler,2015,20 - 24,Kvinne,Nord-Trøndelag,52,11.772696400271678,4417,293073.5625,23922.5625
ADHD-midler,2015,20 - 24,Kvinne,Oppland,76,13.192154139906266,5761,391982.03125,29337.474609375
ADHD-midler,2015,20 - 24,Kvinne,Oslo,156,6.803314435237680,22930,672649.6875,50199.8046875
ADHD-midler,2015,20 - 24,Kvinne,Rogaland,174,11.476815513488556,15161,784894.75,61760.8359375
ADHD-midler,2015,20 - 24,Kvinne,Sogn og Fjordane,24,6.839555428897122,3509,116950.1015625,7122.25
ADHD-midler,2015,20 - 24,Kvinne,Sør-Trøndelag,176,15.473887814313346,11374,882385.8125,65132.11328125
ADHD-midler,2015,20 - 24,Kvinne,Telemark,66,12.624330527926549,5228,310716.9375,22382.654296875
ADHD-midler,2015,20 - 24,Kvinne,Troms,41,7.416787264833575,5528,169923.09375,13595.6669921875
ADHD-midler,2015,20 - 24,Kvinne,Vest-Agder,66,10.560000000000000,6250,296472.5625,22711.265625
ADHD-midler,2015,20 - 24,Kvinne,Vestfold,170,23.943661971830986,7100,810449.6875,59444.53515625
ADHD-midler,2015,20 - 24,Kvinne,Østfold,126,15.202702702702703,8288,675135.125,45116.71484375
ADHD-midler,2015,20 - 24,Mann,Akershus,218,12.082247963199025,18043,1496739.5,88096.5078125
ADHD-midler,2015,20 - 24,Mann,Aust-Agder,79,20.308483290488432,3890,332055.0625,20906.3203125
ADHD-midler,2015,20 - 24,Mann,Buskerud,139,16.640727882198013,8353,783270.75,58379.1953125
ADHD-midler,2015,20 - 24,Mann,Finnmark,47,16.336461591936044,2877,241543.296875,18948.89453125
ADHD-midler,2015,20 - 24,Mann,Hedmark,101,16.167760525052025,6247,524051.125,38095.90625
ADHD-midler,2015,20 - 24,Mann,Hordaland,215,11.666395355146780,18429,1094149.875,72859.0234375
ADHD-midler,2015,20 - 24,Mann,Møre og Romsdal,133,14.913657770800628,8918,666544.6875,41473.63671875
ADHD-midler,2015,20 - 24,Mann,Nordland,164,19.007881316643486,8628,855618.9375,67577.1875
ADHD-midler,2015,20 - 24,Mann,Nord-Trøndelag,64,13.628620102214651,4696,389024.15625,26569.119140625
ADHD-midler,2015,20 - 24,Mann,Oppland,106,16.664046533563905,6361,593002,48285.37890625
ADHD-midler,2015,20 - 24,Mann,Oslo,147,7.117265420741745,20654,817991.375,51444.7109375
ADHD-midler,2015,20 - 24,Mann,Rogaland,229,13.974491975346311,16387,1188594.75,84398.984375
ADHD-midler,2015,20 - 24,Mann,Sogn og Fjordane,37,9.536082474226804,3880,214192.5,15851.2783203125
ADHD-midler,2015,20 - 24,Mann,Sør-Trøndelag,168,13.559322033898305,12390,772955.5,62512.28515625
ADHD-midler,2015,20 - 24,Mann,Telemark,79,13.552925030022302,5829,352793.03125,25928.548828125
ADHD-midler,2015,20 - 24,Mann,Troms,56,8.758210822646231,6394,283678.75,22866.994140625
ADHD-midler,2015,20 - 24,Mann,Vest-Agder,75,11.322463768115942,6624,477745.59375,30471.916015625
ADHD-midler,2015,20 - 24,Mann,Vestfold,171,21.585458217621813,7922,809808,64509.921875
ADHD-midler,2015,20 - 24,Mann,Østfold,160,17.414018284719199,9188,785654.5625,54891.328125
ADHD-midler,2015,25 - 29,Kvinne,Akershus,147,9.179467965530161,16014,991164.4375,60283.6640625
ADHD-midler,2015,25 - 29,Kvinne,Aust-Agder,73,22.001205545509343,3318,375289.34375,32833.83984375
ADHD-midler,2015,25 - 29,Kvinne,Buskerud,83,10.267194458189015,8084,541589.9375,44041.87109375
ADHD-midler,2015,25 - 29,Kvinne,Finnmark,50,20.234722784297855,2471,308020.09375,25951.392578125
ADHD-midler,2015,25 - 29,Kvinne,Hedmark,61,11.826289259402869,5158,339486.53125,27016.18359375
ADHD-midler,2015,25 - 29,Kvinne,Hordaland,159,8.464650766609881,18784,724644.0625,57144.5078125
ADHD-midler,2015,25 - 29,Kvinne,Møre og Romsdal,100,13.029315960912052,7675,571395,42639.078125
ADHD-midler,2015,25 - 29,Kvinne,Nordland,117,16.576933975630490,7058,841316.4375,57677.1640625
ADHD-midler,2015,25 - 29,Kvinne,Nord-Trøndelag,50,13.220518244315177,3782,361543.3125,24134.650390625
ADHD-midler,2015,25 - 29,Kvinne,Oppland,54,10.542756735650137,5122,356625.96875,27591.013671875
ADHD-midler,2015,25 - 29,Kvinne,Oslo,180,4.930156121610518,36510,842539.4375,65488.47265625
ADHD-midler,2015,25 - 29,Kvinne,Rogaland,144,8.673131361802084,16603,894852.75,68163.046875
ADHD-midler,2015,25 - 29,Kvinne,Sogn og Fjordane,17,5.756857433118862,2953,79293.65625,7696.91650390625
ADHD-midler,2015,25 - 29,Kvinne,Sør-Trøndelag,146,12.491444216290212,11688,796557.4375,63010.72265625
ADHD-midler,2015,25 - 29,Kvinne,Telemark,59,12.018741087797922,4909,298319.46875,24345.75390625
ADHD-midler,2015,25 - 29,Kvinne,Troms,39,7.008086253369272,5565,178103.03125,14273.625
ADHD-midler,2015,25 - 29,Kvinne,Vest-Agder,60,10.256410256410256,5850,345241.1875,30914.966796875
ADHD-midler,2015,25 - 29,Kvinne,Vestfold,163,23.688417381194594,6881,871518.6875,72022.0546875
ADHD-midler,2015,25 - 29,Kvinne,Østfold,144,17.812963879267689,8084,781419.1875,71353.6796875
ADHD-midler,2015,25 - 29,Mann,Akershus,185,11.360845001228199,16284,1205046.625,71328.90625
ADHD-midler,2015,25 - 29,Mann,Aust-Agder,76,21.590909090909091,3520,447790.40625,33666.32421875
ADHD-midler,2015,25 - 29,Mann,Buskerud,119,13.750866651259533,8654,672802.125,44749.4765625
ADHD-midler,2015,25 - 29,Mann,Finnmark,37,13.528336380255941,2735,229804.5,19325.8828125
ADHD-midler,2015,25 - 29,Mann,Hedmark,88,15.602836879432624,5640,518093.1875,44035.76953125
ADHD-midler,2015,25 - 29,Mann,Hordaland,129,6.504638967325534,19832,693361.4375,49483.27734375
ADHD-midler,2015,25 - 29,Mann,Møre og Romsdal,97,11.211280628756357,8652,477452.84375,40242.00390625
ADHD-midler,2015,25 - 29,Mann,Nordland,117,15.282131661442006,7656,594941.25,46962.47265625
ADHD-midler,2015,25 - 29,Mann,Nord-Trøndelag,41,9.970817120622568,4112,298150.59375,23248.833984375
ADHD-midler,2015,25 - 29,Mann,Oppland,78,13.998564249820531,5572,427056.40625,34487.4921875
ADHD-midler,2015,25 - 29,Mann,Oslo,167,5.039531655501237,33138,941455.875,74095.421875
ADHD-midler,2015,25 - 29,Mann,Rogaland,155,8.969907407407407,17280,811191.6875,63799.2421875
ADHD-midler,2015,25 - 29,Mann,Sogn og Fjordane,28,8.557457212713936,3272,149479.796875,9452.0498046875
ADHD-midler,2015,25 - 29,Mann,Sør-Trøndelag,140,10.666666666666667,13125,837854.125,63303.0546875
ADHD-midler,2015,25 - 29,Mann,Telemark,50,9.368559115608019,5337,319209,26776.126953125
ADHD-midler,2015,25 - 29,Mann,Troms,31,5.200469719845663,5961,142520.296875,12672.033203125
ADHD-midler,2015,25 - 29,Mann,Vest-Agder,109,17.440000000000000,6250,840817.375,64747.6640625
ADHD-midler,2015,25 - 29,Mann,Vestfold,114,16.056338028169014,7100,575029.375,52408.30859375
ADHD-midler,2015,25 - 29,Mann,Østfold,113,13.369616658778987,8452,768521.9375,52774.828125
