Valuedrug,Valuetime,Valueage,Valuegender,Valuegeography,SumAntall_unike_pasienter,SumPrevalens_pr_1000,SumBefolkning,SumSum_AUP,SumSum_DDD
ADHD-midler,2012,0 - 4,Mann,Nordland,0,0,0,0,0
ADHD-midler,2012,0 - 4,Mann,Nord-Trøndelag,0,0,0,0,0
ADHD-midler,2012,0 - 4,Mann,Oppland,0,0,0,0,0
ADHD-midler,2012,0 - 4,Mann,Oslo,0,0,0,0,0
ADHD-midler,2012,0 - 4,Mann,Rogaland,0,0,0,0,0
ADHD-midler,2012,0 - 4,Mann,Sogn og Fjordane,0,0,0,0,0
ADHD-midler,2012,0 - 4,Mann,Sør-Trøndelag,,,8731,,
ADHD-midler,2012,0 - 4,Mann,Telemark,0,0,0,0,0
ADHD-midler,2012,0 - 4,Mann,Troms,0,0,0,0,0
ADHD-midler,2012,0 - 4,Mann,Vest-Agder,,,5358,,
ADHD-midler,2012,0 - 4,Mann,Vestfold,,,6252,,
ADHD-midler,2012,0 - 4,Mann,Østfold,0,0,0,0,0
ADHD-midler,2012,5 - 9,Kvinne,Akershus,57,3.018748013981570,18882,224749.78125,12949.091796875
ADHD-midler,2012,5 - 9,Kvinne,Aust-Agder,20,5.854800936768150,3416,73353.03125,4070.45068359375
ADHD-midler,2012,5 - 9,Kvinne,Buskerud,22,2.789753994420492,7886,110186.875,4787.0458984375
ADHD-midler,2012,5 - 9,Kvinne,Finnmark,8,3.838771593090211,2084,42260.8984375,2349.25
ADHD-midler,2012,5 - 9,Kvinne,Hedmark,29,5.659640905542545,5124,138114.84375,8801.1708984375
ADHD-midler,2012,5 - 9,Kvinne,Hordaland,53,3.493277089375165,15172,257012.515625,12799.6083984375
ADHD-midler,2012,5 - 9,Kvinne,Møre og Romsdal,37,4.798340033718065,7711,130446.5078125,6647.783203125
ADHD-midler,2012,5 - 9,Kvinne,Nordland,25,3.842606824469720,6506,134023.09375,7639.75
ADHD-midler,2012,5 - 9,Kvinne,Nord-Trøndelag,13,3.232222774738936,4022,38766.59375,2713.05004882813
ADHD-midler,2012,5 - 9,Kvinne,Oppland,18,3.623188405797101,4968,92549.203125,6808.75
ADHD-midler,2012,5 - 9,Kvinne,Oslo,26,1.532296086751532,16968,70157.3515625,5258.81640625
ADHD-midler,2012,5 - 9,Kvinne,Rogaland,84,5.701099497760282,14734,331217.75,21980.875
ADHD-midler,2012,5 - 9,Kvinne,Sogn og Fjordane,8,2.393060125635657,3343,32024,2576
ADHD-midler,2012,5 - 9,Kvinne,Sør-Trøndelag,33,3.796157828137582,8693,120654.6015625,7779.5
ADHD-midler,2012,5 - 9,Kvinne,Telemark,10,2.172024326672459,4604,41207.66015625,3038.66674804688
ADHD-midler,2012,5 - 9,Kvinne,Troms,11,2.403320952589032,4577,29642.44921875,2146
ADHD-midler,2012,5 - 9,Kvinne,Vest-Agder,10,1.809954751131222,5525,26670.087890625,1984.73327636719
ADHD-midler,2012,5 - 9,Kvinne,Vestfold,31,4.634474510390193,6689,119422.3984375,7188.30810546875
ADHD-midler,2012,5 - 9,Kvinne,Østfold,31,3.903298917149333,7942,148031.875,10536.8662109375
ADHD-midler,2012,5 - 9,Mann,Akershus,157,7.962267978496805,19718,699765,44418.1171875
ADHD-midler,2012,5 - 9,Mann,Aust-Agder,26,7.388462631429383,3519,89557.453125,4076.25415039063
ADHD-midler,2012,5 - 9,Mann,Buskerud,76,9.072460307986153,8377,320082.3125,19261.57421875
ADHD-midler,2012,5 - 9,Mann,Finnmark,29,13.425925925925926,2160,116609.9140625,7860.306640625
ADHD-midler,2012,5 - 9,Mann,Hedmark,95,17.644873699851412,5384,491472.5625,31347.93359375
ADHD-midler,2012,5 - 9,Mann,Hordaland,198,12.644485599335845,15659,1106733.125,59509.3828125
ADHD-midler,2012,5 - 9,Mann,Møre og Romsdal,125,15.508684863523573,8060,513452.84375,32193.890625
ADHD-midler,2012,5 - 9,Mann,Nordland,108,15.419760137064535,7004,583378.875,34242.5625
ADHD-midler,2012,5 - 9,Mann,Nord-Trøndelag,38,9.185400048344211,4137,95764.5703125,6860.64990234375
ADHD-midler,2012,5 - 9,Mann,Oppland,49,9.424889401808040,5199,222818.953125,17083.8671875
ADHD-midler,2012,5 - 9,Mann,Oslo,104,5.946935041171089,17488,422234.375,27333.32421875
ADHD-midler,2012,5 - 9,Mann,Rogaland,237,15.504383095643072,15286,1088886.375,68401.8515625
ADHD-midler,2012,5 - 9,Mann,Sogn og Fjordane,31,8.902929350947731,3482,140727.78125,10075.720703125
ADHD-midler,2012,5 - 9,Mann,Sør-Trøndelag,112,12.279355333844973,9121,527083.625,33057.1328125
ADHD-midler,2012,5 - 9,Mann,Telemark,59,12.033448908831328,4903,264347.34375,15426.80859375
ADHD-midler,2012,5 - 9,Mann,Troms,64,13.355592654424040,4792,314974.125,19943.708984375
ADHD-midler,2012,5 - 9,Mann,Vest-Agder,36,6.412540078375490,5614,161748.875,11641.912109375
ADHD-midler,2012,5 - 9,Mann,Vestfold,127,17.241379310344828,7366,543888.5625,34162.07421875
ADHD-midler,2012,5 - 9,Mann,Østfold,103,12.146226415094340,8480,516772.28125,33664.8828125
ADHD-midler,2012,10 - 14,Kvinne,Akershus,192,10.329244673983215,18588,950416.5,62081.7421875
ADHD-midler,2012,10 - 14,Kvinne,Aust-Agder,57,16.369902354968409,3482,249107.359375,16040.06640625
ADHD-midler,2012,10 - 14,Kvinne,Buskerud,144,18.318280117033456,7861,756682.9375,48785.89453125
ADHD-midler,2012,10 - 14,Kvinne,Finnmark,25,10.513036164844407,2378,112144.40625,6937.83349609375
ADHD-midler,2012,10 - 14,Kvinne,Hedmark,139,24.991010427903632,5562,813155.4375,55138.80078125
ADHD-midler,2012,10 - 14,Kvinne,Hordaland,194,12.620348685922456,15372,1057452.75,64391.94921875
ADHD-midler,2012,10 - 14,Kvinne,Møre og Romsdal,112,13.895781637717122,8060,480357.375,32942.23828125
ADHD-midler,2012,10 - 14,Kvinne,Nordland,168,23.166023166023166,7252,1026365.8125,64127.21484375
ADHD-midler,2012,10 - 14,Kvinne,Nord-Trøndelag,59,13.692271988860524,4309,306866.71875,21496.7890625
ADHD-midler,2012,10 - 14,Kvinne,Oppland,64,11.498383039885016,5566,295609.59375,23553.333984375
ADHD-midler,2012,10 - 14,Kvinne,Oslo,90,6.426735218508997,14004,439090.1875,29434.56640625
ADHD-midler,2012,10 - 14,Kvinne,Rogaland,246,16.835477689570216,14612,1357721.875,89749.171875
ADHD-midler,2012,10 - 14,Kvinne,Sogn og Fjordane,29,8.405797101449275,3450,102799.0078125,8427.31640625
ADHD-midler,2012,10 - 14,Kvinne,Sør-Trøndelag,147,16.807683512462840,8746,670192.625,45297.0390625
ADHD-midler,2012,10 - 14,Kvinne,Telemark,91,17.941640378548896,5072,476471.1875,33609.3359375
ADHD-midler,2012,10 - 14,Kvinne,Troms,67,14.219015280135823,4712,242604.8125,17577.166015625
ADHD-midler,2012,10 - 14,Kvinne,Vest-Agder,36,6.369426751592357,5652,160760.859375,14653.3330078125
ADHD-midler,2012,10 - 14,Kvinne,Vestfold,130,18.085698386199221,7188,654188.3125,39973.35546875
ADHD-midler,2012,10 - 14,Kvinne,Østfold,145,17.212725546058879,8424,723327.1875,53219.2109375
ADHD-midler,2012,10 - 14,Mann,Akershus,529,27.355465922018823,19338,2878850.75,192248.34375
ADHD-midler,2012,10 - 14,Mann,Aust-Agder,154,41.001064962726305,3756,757574.9375,43099.7109375
ADHD-midler,2012,10 - 14,Mann,Buskerud,348,41.811846689895470,8323,2156814.5,137861.40625
ADHD-midler,2012,10 - 14,Mann,Finnmark,115,46.445880452342488,2476,554389.875,38787.9609375
ADHD-midler,2012,10 - 14,Mann,Hedmark,375,64.036885245901639,5856,2318275.75,162283.71875
ADHD-midler,2012,10 - 14,Mann,Hordaland,546,34.712950600801068,15729,3222745,197561.765625
ADHD-midler,2012,10 - 14,Mann,Møre og Romsdal,341,40.307328605200946,8460,1632498.25,109065.421875
ADHD-midler,2012,10 - 14,Mann,Nordland,407,53.828858616585108,7561,2391531.5,153328.640625
ADHD-midler,2012,10 - 14,Mann,Nord-Trøndelag,175,38.360368259535292,4562,939774.5625,64344.046875
ADHD-midler,2012,10 - 14,Mann,Oppland,201,34.703038674033149,5792,1041346.1875,85813.71875
ADHD-midler,2012,10 - 14,Mann,Oslo,317,21.604307230968445,14673,1460754.75,97719.59375
ADHD-midler,2012,10 - 14,Mann,Rogaland,688,45.245297908720242,15206,4039605.75,258791.265625
ADHD-midler,2012,10 - 14,Mann,Sogn og Fjordane,120,32.537960954446855,3688,645455.625,46362.7421875
ADHD-midler,2012,10 - 14,Mann,Sør-Trøndelag,455,49.295774647887324,9230,2497399.25,156449.09375
ADHD-midler,2012,10 - 14,Mann,Telemark,250,48.355899419729207,5170,1513519.75,89623.5234375
ADHD-midler,2012,10 - 14,Mann,Troms,207,40.772109513492220,5077,1098922.375,75607.03125
ADHD-midler,2012,10 - 14,Mann,Vest-Agder,136,23.231978134608814,5854,683865.875,49022.296875
ADHD-midler,2012,10 - 14,Mann,Vestfold,312,41.980624327233584,7432,2027803,107195.28125
ADHD-midler,2012,10 - 14,Mann,Østfold,408,45.057979017117615,9055,2388539.75,177608.078125
ADHD-midler,2012,15 - 19,Kvinne,Akershus,222,12.001946261555928,18497,1125716.125,81927.015625
ADHD-midler,2012,15 - 19,Kvinne,Aust-Agder,81,21.623064602242392,3746,332522.125,22225.630859375
ADHD-midler,2012,15 - 19,Kvinne,Buskerud,124,15.041242115477923,8244,709859.5,49819.703125
ADHD-midler,2012,15 - 19,Kvinne,Finnmark,39,15.789473684210526,2470,235084.796875,12444.0830078125
ADHD-midler,2012,15 - 19,Kvinne,Hedmark,105,17.418712674187127,6028,571335.1875,42414.48046875
ADHD-midler,2012,15 - 19,Kvinne,Hordaland,220,13.908205841446453,15818,1180357.125,73063.484375
ADHD-midler,2012,15 - 19,Kvinne,Møre og Romsdal,110,13.098356751607526,8398,537884.5625,33142.01171875
ADHD-midler,2012,15 - 19,Kvinne,Nordland,202,24.640156135642840,8198,921512.625,59439.16796875
ADHD-midler,2012,15 - 19,Kvinne,Nord-Trøndelag,71,15.209940017137961,4668,400898.65625,28439.22265625
ADHD-midler,2012,15 - 19,Kvinne,Oppland,83,14.110846650799048,5882,414610.03125,31622.607421875
ADHD-midler,2012,15 - 19,Kvinne,Oslo,117,8.430002161539016,13879,531559,39849.16796875
ADHD-midler,2012,15 - 19,Kvinne,Rogaland,227,15.120229134749883,15013,1296273,86126.3515625
ADHD-midler,2012,15 - 19,Kvinne,Sogn og Fjordane,40,10.482180293501048,3816,260147.046875,15298.2705078125
ADHD-midler,2012,15 - 19,Kvinne,Sør-Trøndelag,180,19.493177387914230,9234,803899.25,58035.21484375
ADHD-midler,2012,15 - 19,Kvinne,Telemark,97,17.655624317437204,5494,497727,33298.7109375
ADHD-midler,2012,15 - 19,Kvinne,Troms,70,13.565891472868217,5160,293799.0625,19556.904296875
ADHD-midler,2012,15 - 19,Kvinne,Vest-Agder,59,9.624796084828711,6130,274423.53125,18992.767578125
ADHD-midler,2012,15 - 19,Kvinne,Vestfold,157,20.284237726098191,7740,711001.75,48781.3515625
ADHD-midler,2012,15 - 19,Kvinne,Østfold,184,20.540299173922751,8958,924056.5,69133.359375
ADHD-midler,2012,15 - 19,Mann,Akershus,450,22.720387761284459,19806,2534877.75,168429.09375
ADHD-midler,2012,15 - 19,Mann,Aust-Agder,137,34.404821697639377,3982,733140.6875,39811.1640625
ADHD-midler,2012,15 - 19,Mann,Buskerud,299,34.642567489282818,8631,1885487.25,124215.4609375
ADHD-midler,2012,15 - 19,Mann,Finnmark,74,26.580459770114943,2784,452121,28123.09375
ADHD-midler,2012,15 - 19,Mann,Hedmark,280,43.410852713178295,6450,1881268.375,132159.59375
ADHD-midler,2012,15 - 19,Mann,Hordaland,426,25.296912114014252,16840,2460883.25,155694.171875
ADHD-midler,2012,15 - 19,Mann,Møre og Romsdal,296,32.678295429454626,9058,1574672.25,101394.9140625
ADHD-midler,2012,15 - 19,Mann,Nordland,366,42.361111111111111,8640,2120483.75,144908.59375
ADHD-midler,2012,15 - 19,Mann,Nord-Trøndelag,157,31.640467553405885,4962,918169.5625,63109.66796875
ADHD-midler,2012,15 - 19,Mann,Oppland,180,28.948214860083628,6218,1036219.8125,75474.8125
ADHD-midler,2012,15 - 19,Mann,Oslo,234,16.060398078242965,14570,1265044.25,80265.6640625
ADHD-midler,2012,15 - 19,Mann,Rogaland,495,31.210592686002522,15860,2840209.25,200438.578125
ADHD-midler,2012,15 - 19,Mann,Sogn og Fjordane,84,20.358700920988851,4126,589124.625,34936.3828125
ADHD-midler,2012,15 - 19,Mann,Sør-Trøndelag,342,35.210542571810975,9713,1976655.5,127258.9765625
ADHD-midler,2012,15 - 19,Mann,Telemark,200,34.626038781163435,5776,1130928.625,81195.8359375
ADHD-midler,2012,15 - 19,Mann,Troms,118,20.778306039795739,5679,591203.5,41935.85546875
ADHD-midler,2012,15 - 19,Mann,Vest-Agder,126,19.693654266958425,6398,606496,42800.8515625
ADHD-midler,2012,15 - 19,Mann,Vestfold,274,32.988201300264869,8306,1611306.75,106007.6484375
ADHD-midler,2012,15 - 19,Mann,Østfold,327,34.251597360427359,9547,1842288.375,134562.5
ADHD-midler,2012,20 - 24,Kvinne,Akershus,142,8.764891056107648,16201,643156.3125,49623.66015625
ADHD-midler,2012,20 - 24,Kvinne,Aust-Agder,77,21.788341822297680,3534,333113.0625,27160.208984375
ADHD-midler,2012,20 - 24,Kvinne,Buskerud,83,10.581336053034166,7844,519665.15625,36907.91015625
ADHD-midler,2012,20 - 24,Kvinne,Finnmark,45,18.472906403940887,2436,145353.5625,11944.390625
ADHD-midler,2012,20 - 24,Kvinne,Hedmark,78,13.534617386777720,5763,440464.25,33761.02734375
ADHD-midler,2012,20 - 24,Kvinne,Hordaland,117,6.759098786828423,17310,447475.75,36436.58203125
ADHD-midler,2012,20 - 24,Kvinne,Møre og Romsdal,90,11.059228311624478,8138,460291.25,35664.83203125
ADHD-midler,2012,20 - 24,Kvinne,Nordland,120,15.649452269170579,7668,621680.0625,44075.41796875
ADHD-midler,2012,20 - 24,Kvinne,Nord-Trøndelag,32,7.440130202278540,4301,156377.703125,12139.3330078125
ADHD-midler,2012,20 - 24,Kvinne,Oppland,49,8.632840028188865,5676,242865.21875,20993.56640625
ADHD-midler,2012,20 - 24,Kvinne,Oslo,138,5.972474681900805,23106,691933.875,54680.4375
ADHD-midler,2012,20 - 24,Kvinne,Rogaland,143,9.613445378151261,14875,629895.75,48677.08203125
ADHD-midler,2012,20 - 24,Kvinne,Sogn og Fjordane,21,5.877413937867338,3573,123221.34375,8185.33349609375
ADHD-midler,2012,20 - 24,Kvinne,Sør-Trøndelag,119,10.745891276864728,11074,515089.96875,39141.515625
ADHD-midler,2012,20 - 24,Kvinne,Telemark,72,13.412816691505216,5368,414438.6875,30477.439453125
ADHD-midler,2012,20 - 24,Kvinne,Troms,34,6.331471135940410,5370,160842.984375,11810
ADHD-midler,2012,20 - 24,Kvinne,Vest-Agder,61,10.004920452681647,6097,227178.78125,20671.185546875
ADHD-midler,2012,20 - 24,Kvinne,Vestfold,139,19.345859429366736,7185,543317.625,48603.03515625
ADHD-midler,2012,20 - 24,Kvinne,Østfold,113,13.648991424085034,8279,421781.28125,38926.203125
ADHD-midler,2012,20 - 24,Mann,Akershus,179,10.209901893680128,17532,1043787.125,69568.890625
ADHD-midler,2012,20 - 24,Mann,Aust-Agder,67,17.692104568259836,3787,383986.65625,26025.169921875
ADHD-midler,2012,20 - 24,Mann,Buskerud,115,13.734623193598471,8373,779945.5,58225.93359375
ADHD-midler,2012,20 - 24,Mann,Finnmark,32,11.747430249632893,2724,134703.90625,10457.15625
ADHD-midler,2012,20 - 24,Mann,Hedmark,84,13.513513513513514,6216,487680.625,40120.01953125
ADHD-midler,2012,20 - 24,Mann,Hordaland,130,7.261758462741593,17902,647753.5625,46238.734375
ADHD-midler,2012,20 - 24,Mann,Møre og Romsdal,106,12.033147916903167,8809,565922.9375,36976.2890625
ADHD-midler,2012,20 - 24,Mann,Nordland,143,16.819571865443425,8502,713977.8125,52402.83984375
ADHD-midler,2012,20 - 24,Mann,Nord-Trøndelag,56,12.152777777777778,4608,294385.03125,23689.673828125
ADHD-midler,2012,20 - 24,Mann,Oppland,91,14.557670772676372,6251,481538.375,39923.2265625
ADHD-midler,2012,20 - 24,Mann,Oslo,118,5.728155339805825,20600,776703.375,47849.82421875
ADHD-midler,2012,20 - 24,Mann,Rogaland,194,12.148537791971946,15969,1003686.625,74382.4140625
ADHD-midler,2012,20 - 24,Mann,Sogn og Fjordane,28,7.389812615465822,3789,168183.6875,11563.84375
ADHD-midler,2012,20 - 24,Mann,Sør-Trøndelag,128,10.744564761185260,11913,684291.9375,53568.859375
ADHD-midler,2012,20 - 24,Mann,Telemark,71,12.138827149940161,5849,440329.25,33172.26171875
ADHD-midler,2012,20 - 24,Mann,Troms,42,7.077856420626896,5934,240103.296875,18141.904296875
ADHD-midler,2012,20 - 24,Mann,Vest-Agder,92,14.316837846249611,6426,423401.59375,33894.67578125
ADHD-midler,2012,20 - 24,Mann,Vestfold,124,16.045548654244306,7728,631397.875,52411.140625
ADHD-midler,2012,20 - 24,Mann,Østfold,105,11.763387855702442,8926,583099.125,40505.359375
ADHD-midler,2012,25 - 29,Kvinne,Akershus,92,6.532235160465777,14084,414102.65625,39529.3359375
ADHD-midler,2012,25 - 29,Kvinne,Aust-Agder,47,15.083440308087291,3116,231540.59375,23524.892578125
ADHD-midler,2012,25 - 29,Kvinne,Buskerud,43,5.732568990801227,7501,291864.6875,21114.619140625
ADHD-midler,2012,25 - 29,Kvinne,Finnmark,21,9.528130671506352,2204,165100.28125,11895.666015625
ADHD-midler,2012,25 - 29,Kvinne,Hedmark,44,9.239815203695926,4762,180238.71875,18300.66796875
ADHD-midler,2012,25 - 29,Kvinne,Hordaland,97,5.776560266793711,16792,519224.71875,42169.046875
ADHD-midler,2012,25 - 29,Kvinne,Møre og Romsdal,51,7.109004739336493,7174,227071.171875,15923.166015625
ADHD-midler,2012,25 - 29,Kvinne,Nordland,64,10.113780025284450,6328,444258.6875,34787.29296875
ADHD-midler,2012,25 - 29,Kvinne,Nord-Trøndelag,22,6.347374495095211,3466,128024.1875,11505.416015625
ADHD-midler,2012,25 - 29,Kvinne,Oppland,43,9.299307958477509,4624,270583.59375,23894.49609375
ADHD-midler,2012,25 - 29,Kvinne,Oslo,106,3.263245389896253,32483,428991.375,38792.4375
ADHD-midler,2012,25 - 29,Kvinne,Rogaland,107,6.941290950373013,15415,729260.0625,46861.6640625
ADHD-midler,2012,25 - 29,Kvinne,Sogn og Fjordane,28,9.953785993601138,2813,176922.875,14778.3330078125
ADHD-midler,2012,25 - 29,Kvinne,Sør-Trøndelag,65,6.204658266513937,10476,302121.6875,26558.5703125
ADHD-midler,2012,25 - 29,Kvinne,Telemark,40,8.766162612316458,4563,182432.53125,16576.8125
ADHD-midler,2012,25 - 29,Kvinne,Troms,26,5.310457516339869,4896,118608.765625,9863.326171875
ADHD-midler,2012,25 - 29,Kvinne,Vest-Agder,53,10.087552341073468,5254,332679.65625,31922.185546875
ADHD-midler,2012,25 - 29,Kvinne,Vestfold,95,14.637904468412943,6490,463987.46875,39780.08984375
ADHD-midler,2012,25 - 29,Kvinne,Østfold,76,10.092961487383798,7530,492781.34375,41099.75390625
ADHD-midler,2012,25 - 29,Mann,Akershus,112,7.766990291262136,14420,567398.875,49342.54296875
ADHD-midler,2012,25 - 29,Mann,Aust-Agder,47,14.417177914110429,3260,261135.453125,24419.833984375
ADHD-midler,2012,25 - 29,Mann,Buskerud,61,7.653701380175659,7970,403517.03125,26026.369140625
ADHD-midler,2012,25 - 29,Mann,Finnmark,26,10.708401976935750,2428,142807.015625,14002.3330078125
ADHD-midler,2012,25 - 29,Mann,Hedmark,55,10.671323244082266,5154,353424.25,26027.5625
ADHD-midler,2012,25 - 29,Mann,Hordaland,99,5.558674901740595,17810,463504.46875,37179.0625
ADHD-midler,2012,25 - 29,Mann,Møre og Romsdal,56,6.944444444444444,8064,403138.34375,29134.43359375
ADHD-midler,2012,25 - 29,Mann,Nordland,79,11.403002309468822,6928,493410.28125,32996.375
ADHD-midler,2012,25 - 29,Mann,Nord-Trøndelag,37,10.269220094365806,3603,175706.609375,14445.3876953125
ADHD-midler,2012,25 - 29,Mann,Oppland,50,9.883376161296699,5059,366707.53125,28445.990234375
ADHD-midler,2012,25 - 29,Mann,Oslo,100,3.290123050602093,30394,573143.6875,46494.26171875
ADHD-midler,2012,25 - 29,Mann,Rogaland,93,5.779987569919204,16090,512264.09375,41671.4375
ADHD-midler,2012,25 - 29,Mann,Sogn og Fjordane,18,5.938634114153745,3031,149510.765625,8669.8330078125
ADHD-midler,2012,25 - 29,Mann,Sør-Trøndelag,82,7.015742642026010,11688,368278,37185.15234375
ADHD-midler,2012,25 - 29,Mann,Telemark,49,10.157545605306799,4824,260612.25,19170.19921875
ADHD-midler,2012,25 - 29,Mann,Troms,21,4.085603112840467,5140,116664.7109375,9375.431640625
ADHD-midler,2012,25 - 29,Mann,Vest-Agder,70,12.297962052002811,5692,493182.09375,38998.9921875
ADHD-midler,2012,25 - 29,Mann,Vestfold,108,16.314199395770393,6620,556991.5,52588.71484375
ADHD-midler,2012,25 - 29,Mann,Østfold,71,9.156564353881867,7754,424797.875,34564.3125
